Varste si grupe de varsta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
0- 4 ani, Suceava, Anul 1993, Numar persoane, 14
0- 4 ani, Suceava, Anul 1994, Numar persoane, 33
0- 4 ani, Suceava, Anul 1995, Numar persoane, 39
0- 4 ani, Suceava, Anul 1996, Numar persoane, 60
0- 4 ani, Suceava, Anul 1997, Numar persoane, 42
0- 4 ani, Suceava, Anul 1998, Numar persoane, 45
0- 4 ani, Suceava, Anul 1999, Numar persoane, 69
0- 4 ani, Suceava, Anul 2000, Numar persoane, 74
0- 4 ani, Suceava, Anul 2001, Numar persoane, 65
0- 4 ani, Suceava, Anul 2002, Numar persoane, 27
0- 4 ani, Suceava, Anul 2003, Numar persoane, 47
0- 4 ani, Suceava, Anul 2004, Numar persoane, 26
0- 4 ani, Suceava, Anul 2007, Numar persoane, 1
0- 4 ani, Suceava, Anul 2008, Numar persoane, 2
0- 4 ani, Suceava, Anul 2009, Numar persoane, 1
0- 4 ani, Suceava, Anul 2011, Numar persoane, 82
0- 4 ani, Suceava, Anul 2012, Numar persoane, 100
0- 4 ani, Suceava, Anul 2013, Numar persoane, 72
0- 4 ani, Suceava, Anul 2014, Numar persoane, 9
0- 4 ani, Suceava, Anul 2015, Numar persoane, 17
0- 4 ani, Suceava, Anul 2016, Numar persoane, 17
0- 4 ani, Suceava, Anul 2017, Numar persoane, 22
0- 4 ani, Suceava, Anul 2018, Numar persoane, 17
0- 4 ani, Suceava, Anul 2019, Numar persoane, 34
0- 4 ani, Suceava, Anul 2020, Numar persoane, 24
0- 4 ani, Suceava, Anul 2021, Numar persoane, 45
0- 4 ani, Suceava, Anul 2022, Numar persoane, 60
0- 4 ani, Vaslui, Anul 1992, Numar persoane, 2
0- 4 ani, Vaslui, Anul 1993, Numar persoane, 5
0- 4 ani, Vaslui, Anul 1994, Numar persoane, 1
0- 4 ani, Vaslui, Anul 1995, Numar persoane, 10
0- 4 ani, Vaslui, Anul 1996, Numar persoane, 26
0- 4 ani, Vaslui, Anul 1997, Numar persoane, 16
0- 4 ani, Vaslui, Anul 1998, Numar persoane, 34
0- 4 ani, Vaslui, Anul 1999, Numar persoane, 23
0- 4 ani, Vaslui, Anul 2000, Numar persoane, 45
0- 4 ani, Vaslui, Anul 2001, Numar persoane, 14
0- 4 ani, Vaslui, Anul 2002, Numar persoane, 1
0- 4 ani, Vaslui, Anul 2003, Numar persoane, 8
0- 4 ani, Vaslui, Anul 2004, Numar persoane, 1
0- 4 ani, Vaslui, Anul 2006, Numar persoane, 1
0- 4 ani, Vaslui, Anul 2008, Numar persoane, 3
0- 4 ani, Vaslui, Anul 2009, Numar persoane, 1
0- 4 ani, Vaslui, Anul 2011, Numar persoane, 16
0- 4 ani, Vaslui, Anul 2012, Numar persoane, 15
0- 4 ani, Vaslui, Anul 2013, Numar persoane, 24
0- 4 ani, Vaslui, Anul 2014, Numar persoane, 28
0- 4 ani, Vaslui, Anul 2015, Numar persoane, 26
0- 4 ani, Vaslui, Anul 2016, Numar persoane, 20
0- 4 ani, Vaslui, Anul 2017, Numar persoane, 32
0- 4 ani, Vaslui, Anul 2018, Numar persoane, 49
0- 4 ani, Vaslui, Anul 2019, Numar persoane, 56
0- 4 ani, Vaslui, Anul 2020, Numar persoane, 57
0- 4 ani, Vaslui, Anul 2021, Numar persoane, 98
0- 4 ani, Vaslui, Anul 2022, Numar persoane, 173
0- 4 ani, Braila, Anul 1992, Numar persoane, 1
0- 4 ani, Braila, Anul 1993, Numar persoane, 4
0- 4 ani, Braila, Anul 1994, Numar persoane, 5
0- 4 ani, Braila, Anul 1995, Numar persoane, 15
0- 4 ani, Braila, Anul 1996, Numar persoane, 11
0- 4 ani, Braila, Anul 1997, Numar persoane, 34
0- 4 ani, Braila, Anul 1998, Numar persoane, 24
0- 4 ani, Braila, Anul 1999, Numar persoane, 19
0- 4 ani, Braila, Anul 2000, Numar persoane, 42
0- 4 ani, Braila, Anul 2001, Numar persoane, 30
0- 4 ani, Braila, Anul 2002, Numar persoane, 3
0- 4 ani, Braila, Anul 2003, Numar persoane, 2
0- 4 ani, Braila, Anul 2006, Numar persoane, 1
0- 4 ani, Braila, Anul 2008, Numar persoane, 1
0- 4 ani, Braila, Anul 2009, Numar persoane, 1
0- 4 ani, Braila, Anul 2010, Numar persoane, 1
0- 4 ani, Braila, Anul 2011, Numar persoane, 15
0- 4 ani, Braila, Anul 2012, Numar persoane, 11
0- 4 ani, Braila, Anul 2013, Numar persoane, 10
0- 4 ani, Braila, Anul 2014, Numar persoane, 10
0- 4 ani, Braila, Anul 2015, Numar persoane, 5
0- 4 ani, Braila, Anul 2016, Numar persoane, 5
0- 4 ani, Braila, Anul 2017, Numar persoane, 11
0- 4 ani, Braila, Anul 2018, Numar persoane, 10
0- 4 ani, Braila, Anul 2019, Numar persoane, 7
0- 4 ani, Braila, Anul 2020, Numar persoane, 5
0- 4 ani, Braila, Anul 2021, Numar persoane, 5
0- 4 ani, Braila, Anul 2022, Numar persoane, 12
0- 4 ani, Buzau, Anul 1992, Numar persoane, 7
0- 4 ani, Buzau, Anul 1993, Numar persoane, 42
0- 4 ani, Buzau, Anul 1994, Numar persoane, 41
0- 4 ani, Buzau, Anul 1995, Numar persoane, 16
0- 4 ani, Buzau, Anul 1996, Numar persoane, 23
0- 4 ani, Buzau, Anul 1997, Numar persoane, 32
0- 4 ani, Buzau, Anul 1998, Numar persoane, 65
0- 4 ani, Buzau, Anul 1999, Numar persoane, 15
0- 4 ani, Buzau, Anul 2000, Numar persoane, 26
0- 4 ani, Buzau, Anul 2001, Numar persoane, 24
0- 4 ani, Buzau, Anul 2002, Numar persoane, 3
0- 4 ani, Buzau, Anul 2003, Numar persoane, 3
0- 4 ani, Buzau, Anul 2004, Numar persoane, 1
0- 4 ani, Buzau, Anul 2007, Numar persoane, 1
0- 4 ani, Buzau, Anul 2011, Numar persoane, 12
0- 4 ani, Buzau, Anul 2012, Numar persoane, 6
0- 4 ani, Buzau, Anul 2013, Numar persoane, 14
0- 4 ani, Buzau, Anul 2014, Numar persoane, 4
0- 4 ani, Buzau, Anul 2015, Numar persoane, 5
0- 4 ani, Buzau, Anul 2016, Numar persoane, 7
0- 4 ani, Buzau, Anul 2017, Numar persoane, 16
0- 4 ani, Buzau, Anul 2018, Numar persoane, 10
0- 4 ani, Buzau, Anul 2019, Numar persoane, 14
0- 4 ani, Buzau, Anul 2020, Numar persoane, 9
0- 4 ani, Buzau, Anul 2021, Numar persoane, 7
0- 4 ani, Buzau, Anul 2022, Numar persoane, 9
0- 4 ani, Constanta, Anul 1992, Numar persoane, 6
0- 4 ani, Constanta, Anul 1993, Numar persoane, 33
0- 4 ani, Constanta, Anul 1994, Numar persoane, 30
0- 4 ani, Constanta, Anul 1995, Numar persoane, 26
0- 4 ani, Constanta, Anul 1996, Numar persoane, 15
0- 4 ani, Constanta, Anul 1997, Numar persoane, 62
0- 4 ani, Constanta, Anul 1998, Numar persoane, 51
0- 4 ani, Constanta, Anul 1999, Numar persoane, 75
0- 4 ani, Constanta, Anul 2000, Numar persoane, 147
0- 4 ani, Constanta, Anul 2001, Numar persoane, 34
0- 4 ani, Constanta, Anul 2002, Numar persoane, 24
0- 4 ani, Constanta, Anul 2003, Numar persoane, 16
0- 4 ani, Constanta, Anul 2004, Numar persoane, 11
0- 4 ani, Constanta, Anul 2006, Numar persoane, 4
0- 4 ani, Constanta, Anul 2009, Numar persoane, 3
0- 4 ani, Constanta, Anul 2010, Numar persoane, 3
0- 4 ani, Constanta, Anul 2011, Numar persoane, 32
0- 4 ani, Constanta, Anul 2012, Numar persoane, 38
0- 4 ani, Constanta, Anul 2013, Numar persoane, 38
0- 4 ani, Constanta, Anul 2014, Numar persoane, 11
0- 4 ani, Constanta, Anul 2015, Numar persoane, 21
0- 4 ani, Constanta, Anul 2016, Numar persoane, 23
0- 4 ani, Constanta, Anul 2017, Numar persoane, 23
0- 4 ani, Constanta, Anul 2018, Numar persoane, 39
0- 4 ani, Constanta, Anul 2019, Numar persoane, 26
0- 4 ani, Constanta, Anul 2020, Numar persoane, 16
0- 4 ani, Constanta, Anul 2021, Numar persoane, 26
0- 4 ani, Constanta, Anul 2022, Numar persoane, 59
0- 4 ani, Galati, Anul 1992, Numar persoane, 3
0- 4 ani, Galati, Anul 1993, Numar persoane, 7
0- 4 ani, Galati, Anul 1994, Numar persoane, 3
0- 4 ani, Galati, Anul 1995, Numar persoane, 7
0- 4 ani, Galati, Anul 1996, Numar persoane, 10
0- 4 ani, Galati, Anul 1997, Numar persoane, 25
0- 4 ani, Galati, Anul 1998, Numar persoane, 33
0- 4 ani, Galati, Anul 1999, Numar persoane, 41
0- 4 ani, Galati, Anul 2000, Numar persoane, 37
0- 4 ani, Galati, Anul 2001, Numar persoane, 32
0- 4 ani, Galati, Anul 2002, Numar persoane, 4
0- 4 ani, Galati, Anul 2003, Numar persoane, 2
0- 4 ani, Galati, Anul 2004, Numar persoane, 2
0- 4 ani, Galati, Anul 2005, Numar persoane, 1
0- 4 ani, Galati, Anul 2006, Numar persoane, 1
0- 4 ani, Galati, Anul 2007, Numar persoane, 1
0- 4 ani, Galati, Anul 2009, Numar persoane, 2
0- 4 ani, Galati, Anul 2010, Numar persoane, 2
0- 4 ani, Galati, Anul 2011, Numar persoane, 49
0- 4 ani, Galati, Anul 2012, Numar persoane, 46
0- 4 ani, Galati, Anul 2013, Numar persoane, 41
0- 4 ani, Galati, Anul 2014, Numar persoane, 13
0- 4 ani, Galati, Anul 2015, Numar persoane, 23
0- 4 ani, Galati, Anul 2016, Numar persoane, 21
0- 4 ani, Galati, Anul 2017, Numar persoane, 32
0- 4 ani, Galati, Anul 2018, Numar persoane, 42
0- 4 ani, Galati, Anul 2019, Numar persoane, 39
0- 4 ani, Galati, Anul 2020, Numar persoane, 41
0- 4 ani, Galati, Anul 2021, Numar persoane, 67
0- 4 ani, Galati, Anul 2022, Numar persoane, 125
0- 4 ani, Tulcea, Anul 1992, Numar persoane, 4
0- 4 ani, Tulcea, Anul 1993, Numar persoane, 16
0- 4 ani, Tulcea, Anul 1994, Numar persoane, 18
0- 4 ani, Tulcea, Anul 1995, Numar persoane, 23
0- 4 ani, Tulcea, Anul 1996, Numar persoane, 24
0- 4 ani, Tulcea, Anul 1997, Numar persoane, 28
0- 4 ani, Tulcea, Anul 1998, Numar persoane, 29
0- 4 ani, Tulcea, Anul 1999, Numar persoane, 21
0- 4 ani, Tulcea, Anul 2000, Numar persoane, 26
0- 4 ani, Tulcea, Anul 2001, Numar persoane, 5
0- 4 ani, Tulcea, Anul 2002, Numar persoane, 1
0- 4 ani, Tulcea, Anul 2003, Numar persoane, 6
0- 4 ani, Tulcea, Anul 2004, Numar persoane, 1
0- 4 ani, Tulcea, Anul 2011, Numar persoane, 6
0- 4 ani, Tulcea, Anul 2012, Numar persoane, 17
0- 4 ani, Tulcea, Anul 2013, Numar persoane, 11
0- 4 ani, Tulcea, Anul 2014, Numar persoane, 2
0- 4 ani, Tulcea, Anul 2016, Numar persoane, 5
0- 4 ani, Tulcea, Anul 2017, Numar persoane, 3
0- 4 ani, Tulcea, Anul 2018, Numar persoane, 9
0- 4 ani, Tulcea, Anul 2019, Numar persoane, 12
0- 4 ani, Tulcea, Anul 2020, Numar persoane, 3
0- 4 ani, Tulcea, Anul 2021, Numar persoane, 11
0- 4 ani, Tulcea, Anul 2022, Numar persoane, 5
0- 4 ani, Vrancea, Anul 1992, Numar persoane, 1
0- 4 ani, Vrancea, Anul 1993, Numar persoane, 4
0- 4 ani, Vrancea, Anul 1994, Numar persoane, 3
0- 4 ani, Vrancea, Anul 1995, Numar persoane, 8
0- 4 ani, Vrancea, Anul 1996, Numar persoane, 15
0- 4 ani, Vrancea, Anul 1997, Numar persoane, 16
0- 4 ani, Vrancea, Anul 1998, Numar persoane, 6
0- 4 ani, Vrancea, Anul 1999, Numar persoane, 13
0- 4 ani, Vrancea, Anul 2000, Numar persoane, 56
0- 4 ani, Vrancea, Anul 2001, Numar persoane, 53
0- 4 ani, Vrancea, Anul 2002, Numar persoane, 4
0- 4 ani, Vrancea, Anul 2003, Numar persoane, 5
0- 4 ani, Vrancea, Anul 2004, Numar persoane, 1
0- 4 ani, Vrancea, Anul 2007, Numar persoane, 1
0- 4 ani, Vrancea, Anul 2010, Numar persoane, 1
0- 4 ani, Vrancea, Anul 2011, Numar persoane, 39
0- 4 ani, Vrancea, Anul 2012, Numar persoane, 15
0- 4 ani, Vrancea, Anul 2013, Numar persoane, 9
0- 4 ani, Vrancea, Anul 2014, Numar persoane, 6
0- 4 ani, Vrancea, Anul 2015, Numar persoane, 9
0- 4 ani, Vrancea, Anul 2016, Numar persoane, 12
0- 4 ani, Vrancea, Anul 2017, Numar persoane, 9
0- 4 ani, Vrancea, Anul 2018, Numar persoane, 15
0- 4 ani, Vrancea, Anul 2019, Numar persoane, 11
0- 4 ani, Vrancea, Anul 2020, Numar persoane, 8
0- 4 ani, Vrancea, Anul 2021, Numar persoane, 9
0- 4 ani, Vrancea, Anul 2022, Numar persoane, 16
0- 4 ani, Arges, Anul 1992, Numar persoane, 3
0- 4 ani, Arges, Anul 1993, Numar persoane, 6
0- 4 ani, Arges, Anul 1994, Numar persoane, 21
0- 4 ani, Arges, Anul 1995, Numar persoane, 53
0- 4 ani, Arges, Anul 1996, Numar persoane, 61
0- 4 ani, Arges, Anul 1997, Numar persoane, 58
0- 4 ani, Arges, Anul 1998, Numar persoane, 59
0- 4 ani, Arges, Anul 1999, Numar persoane, 49
0- 4 ani, Arges, Anul 2000, Numar persoane, 39
0- 4 ani, Arges, Anul 2001, Numar persoane, 22
0- 4 ani, Arges, Anul 2002, Numar persoane, 7
0- 4 ani, Arges, Anul 2003, Numar persoane, 1
0- 4 ani, Arges, Anul 2004, Numar persoane, 1
0- 4 ani, Arges, Anul 2010, Numar persoane, 1
0- 4 ani, Arges, Anul 2011, Numar persoane, 11
0- 4 ani, Arges, Anul 2012, Numar persoane, 16
0- 4 ani, Arges, Anul 2013, Numar persoane, 17
0- 4 ani, Arges, Anul 2014, Numar persoane, 3
0- 4 ani, Arges, Anul 2015, Numar persoane, 2
0- 4 ani, Arges, Anul 2016, Numar persoane, 11
0- 4 ani, Arges, Anul 2017, Numar persoane, 8
0- 4 ani, Arges, Anul 2018, Numar persoane, 10
0- 4 ani, Arges, Anul 2019, Numar persoane, 21
0- 4 ani, Arges, Anul 2020, Numar persoane, 19
0- 4 ani, Arges, Anul 2021, Numar persoane, 22
0- 4 ani, Arges, Anul 2022, Numar persoane, 37
0- 4 ani, Calarasi, Anul 1992, Numar persoane, 1
0- 4 ani, Calarasi, Anul 1993, Numar persoane, 9
0- 4 ani, Calarasi, Anul 1994, Numar persoane, 13
0- 4 ani, Calarasi, Anul 1995, Numar persoane, 17
0- 4 ani, Calarasi, Anul 1996, Numar persoane, 43
0- 4 ani, Calarasi, Anul 1997, Numar persoane, 45
0- 4 ani, Calarasi, Anul 1998, Numar persoane, 28
0- 4 ani, Calarasi, Anul 1999, Numar persoane, 24
0- 4 ani, Calarasi, Anul 2000, Numar persoane, 43
0- 4 ani, Calarasi, Anul 2001, Numar persoane, 24
0- 4 ani, Calarasi, Anul 2002, Numar persoane, 2
0- 4 ani, Calarasi, Anul 2003, Numar persoane, 21
0- 4 ani, Calarasi, Anul 2004, Numar persoane, 4
0- 4 ani, Calarasi, Anul 2011, Numar persoane, 16
0- 4 ani, Calarasi, Anul 2012, Numar persoane, 5
0- 4 ani, Calarasi, Anul 2013, Numar persoane, 10
0- 4 ani, Calarasi, Anul 2014, Numar persoane, 1
0- 4 ani, Calarasi, Anul 2015, Numar persoane, 2
0- 4 ani, Calarasi, Anul 2016, Numar persoane, 6
0- 4 ani, Calarasi, Anul 2017, Numar persoane, 8
0- 4 ani, Calarasi, Anul 2018, Numar persoane, 5
0- 4 ani, Calarasi, Anul 2019, Numar persoane, 7
0- 4 ani, Calarasi, Anul 2020, Numar persoane, 9
0- 4 ani, Calarasi, Anul 2021, Numar persoane, 5
0- 4 ani, Calarasi, Anul 2022, Numar persoane, 9
0- 4 ani, Dambovita, Anul 1992, Numar persoane, 2
0- 4 ani, Dambovita, Anul 1993, Numar persoane, 7
0- 4 ani, Dambovita, Anul 1994, Numar persoane, 19
0- 4 ani, Dambovita, Anul 1995, Numar persoane, 9
0- 4 ani, Dambovita, Anul 1996, Numar persoane, 18
0- 4 ani, Dambovita, Anul 1997, Numar persoane, 14
0- 4 ani, Dambovita, Anul 1998, Numar persoane, 11
0- 4 ani, Dambovita, Anul 1999, Numar persoane, 30
0- 4 ani, Dambovita, Anul 2000, Numar persoane, 30
0- 4 ani, Dambovita, Anul 2001, Numar persoane, 19
0- 4 ani, Dambovita, Anul 2002, Numar persoane, 1
0- 4 ani, Dambovita, Anul 2003, Numar persoane, 17
0- 4 ani, Dambovita, Anul 2004, Numar persoane, 5
0- 4 ani, Dambovita, Anul 2006, Numar persoane, 1
0- 4 ani, Dambovita, Anul 2010, Numar persoane, 1
0- 4 ani, Dambovita, Anul 2011, Numar persoane, 13
0- 4 ani, Dambovita, Anul 2012, Numar persoane, 13
0- 4 ani, Dambovita, Anul 2013, Numar persoane, 21
0- 4 ani, Dambovita, Anul 2014, Numar persoane, 8
0- 4 ani, Dambovita, Anul 2015, Numar persoane, 11
0- 4 ani, Dambovita, Anul 2016, Numar persoane, 13
0- 4 ani, Dambovita, Anul 2017, Numar persoane, 10
0- 4 ani, Dambovita, Anul 2018, Numar persoane, 14
0- 4 ani, Dambovita, Anul 2019, Numar persoane, 16
0- 4 ani, Dambovita, Anul 2020, Numar persoane, 9
0- 4 ani, Dambovita, Anul 2021, Numar persoane, 17
0- 4 ani, Dambovita, Anul 2022, Numar persoane, 28
0- 4 ani, Giurgiu, Anul 1992, Numar persoane, 1
0- 4 ani, Giurgiu, Anul 1994, Numar persoane, 2
0- 4 ani, Giurgiu, Anul 1995, Numar persoane, 3
0- 4 ani, Giurgiu, Anul 1996, Numar persoane, 1
0- 4 ani, Giurgiu, Anul 1997, Numar persoane, 10
0- 4 ani, Giurgiu, Anul 1998, Numar persoane, 19
0- 4 ani, Giurgiu, Anul 1999, Numar persoane, 27
0- 4 ani, Giurgiu, Anul 2000, Numar persoane, 32
0- 4 ani, Giurgiu, Anul 2001, Numar persoane, 13
0- 4 ani, Giurgiu, Anul 2002, Numar persoane, 3
0- 4 ani, Giurgiu, Anul 2003, Numar persoane, 9
0- 4 ani, Giurgiu, Anul 2004, Numar persoane, 2
0- 4 ani, Giurgiu, Anul 2011, Numar persoane, 4
0- 4 ani, Giurgiu, Anul 2012, Numar persoane, 3
0- 4 ani, Giurgiu, Anul 2013, Numar persoane, 6
0- 4 ani, Giurgiu, Anul 2014, Numar persoane, 2
0- 4 ani, Giurgiu, Anul 2015, Numar persoane, 3
0- 4 ani, Giurgiu, Anul 2016, Numar persoane, 3
0- 4 ani, Giurgiu, Anul 2017, Numar persoane, 7
0- 4 ani, Giurgiu, Anul 2018, Numar persoane, 10
0- 4 ani, Giurgiu, Anul 2019, Numar persoane, 2
0- 4 ani, Giurgiu, Anul 2020, Numar persoane, 2
0- 4 ani, Giurgiu, Anul 2021, Numar persoane, 4
0- 4 ani, Giurgiu, Anul 2022, Numar persoane, 6
0- 4 ani, Ialomita, Anul 1992, Numar persoane, 3
0- 4 ani, Ialomita, Anul 1993, Numar persoane, 11
0- 4 ani, Ialomita, Anul 1994, Numar persoane, 12
0- 4 ani, Ialomita, Anul 1995, Numar persoane, 6
0- 4 ani, Ialomita, Anul 1996, Numar persoane, 19
0- 4 ani, Ialomita, Anul 1997, Numar persoane, 21
0- 4 ani, Ialomita, Anul 1998, Numar persoane, 24
0- 4 ani, Ialomita, Anul 1999, Numar persoane, 28
0- 4 ani, Ialomita, Anul 2000, Numar persoane, 36
0- 4 ani, Ialomita, Anul 2001, Numar persoane, 21
0- 4 ani, Ialomita, Anul 2002, Numar persoane, 2
0- 4 ani, Ialomita, Anul 2003, Numar persoane, 12
0- 4 ani, Ialomita, Anul 2004, Numar persoane, 1
0- 4 ani, Ialomita, Anul 2005, Numar persoane, 1
0- 4 ani, Ialomita, Anul 2007, Numar persoane, 1
0- 4 ani, Ialomita, Anul 2011, Numar persoane, 7
0- 4 ani, Ialomita, Anul 2012, Numar persoane, 4
0- 4 ani, Ialomita, Anul 2013, Numar persoane, 13
0- 4 ani, Ialomita, Anul 2015, Numar persoane, 5
0- 4 ani, Ialomita, Anul 2016, Numar persoane, 7
0- 4 ani, Ialomita, Anul 2017, Numar persoane, 9
0- 4 ani, Ialomita, Anul 2018, Numar persoane, 6
0- 4 ani, Ialomita, Anul 2019, Numar persoane, 5
0- 4 ani, Ialomita, Anul 2020, Numar persoane, 3
0- 4 ani, Ialomita, Anul 2021, Numar persoane, 3
0- 4 ani, Ialomita, Anul 2022, Numar persoane, 9
0- 4 ani, Prahova, Anul 1992, Numar persoane, 9
0- 4 ani, Prahova, Anul 1993, Numar persoane, 18
0- 4 ani, Prahova, Anul 1994, Numar persoane, 38
0- 4 ani, Prahova, Anul 1995, Numar persoane, 27
0- 4 ani, Prahova, Anul 1996, Numar persoane, 19
0- 4 ani, Prahova, Anul 1997, Numar persoane, 36
0- 4 ani, Prahova, Anul 1998, Numar persoane, 41
0- 4 ani, Prahova, Anul 1999, Numar persoane, 52
0- 4 ani, Prahova, Anul 2000, Numar persoane, 73
0- 4 ani, Prahova, Anul 2001, Numar persoane, 40
0- 4 ani, Prahova, Anul 2002, Numar persoane, 6
0- 4 ani, Prahova, Anul 2003, Numar persoane, 5
0- 4 ani, Prahova, Anul 2004, Numar persoane, 2
0- 4 ani, Prahova, Anul 2006, Numar persoane, 1
0- 4 ani, Prahova, Anul 2008, Numar persoane, 1
0- 4 ani, Prahova, Anul 2010, Numar persoane, 2
0- 4 ani, Prahova, Anul 2011, Numar persoane, 20
0- 4 ani, Prahova, Anul 2012, Numar persoane, 30
0- 4 ani, Prahova, Anul 2013, Numar persoane, 33
0- 4 ani, Prahova, Anul 2014, Numar persoane, 3
0- 4 ani, Prahova, Anul 2015, Numar persoane, 7
0- 4 ani, Prahova, Anul 2016, Numar persoane, 12
0- 4 ani, Prahova, Anul 2017, Numar persoane, 11
0- 4 ani, Prahova, Anul 2018, Numar persoane, 22
0- 4 ani, Prahova, Anul 2019, Numar persoane, 17
0- 4 ani, Prahova, Anul 2020, Numar persoane, 18
0- 4 ani, Prahova, Anul 2021, Numar persoane, 16
0- 4 ani, Prahova, Anul 2022, Numar persoane, 24
0- 4 ani, Teleorman, Anul 1992, Numar persoane, 2
0- 4 ani, Teleorman, Anul 1993, Numar persoane, 3
0- 4 ani, Teleorman, Anul 1994, Numar persoane, 3
0- 4 ani, Teleorman, Anul 1995, Numar persoane, 2
0- 4 ani, Teleorman, Anul 1996, Numar persoane, 2
0- 4 ani, Teleorman, Anul 1998, Numar persoane, 14
0- 4 ani, Teleorman, Anul 1999, Numar persoane, 24
0- 4 ani, Teleorman, Anul 2000, Numar persoane, 54
0- 4 ani, Teleorman, Anul 2001, Numar persoane, 35
0- 4 ani, Teleorman, Anul 2006, Numar persoane, 1
0- 4 ani, Teleorman, Anul 2010, Numar persoane, 1
0- 4 ani, Teleorman, Anul 2011, Numar persoane, 9
0- 4 ani, Teleorman, Anul 2012, Numar persoane, 10
0- 4 ani, Teleorman, Anul 2013, Numar persoane, 9
0- 4 ani, Teleorman, Anul 2014, Numar persoane, 9
0- 4 ani, Teleorman, Anul 2015, Numar persoane, 9
0- 4 ani, Teleorman, Anul 2016, Numar persoane, 8
0- 4 ani, Teleorman, Anul 2017, Numar persoane, 8
0- 4 ani, Teleorman, Anul 2018, Numar persoane, 12
0- 4 ani, Teleorman, Anul 2019, Numar persoane, 12
0- 4 ani, Teleorman, Anul 2020, Numar persoane, 14
0- 4 ani, Teleorman, Anul 2021, Numar persoane, 16
0- 4 ani, Teleorman, Anul 2022, Numar persoane, 17
0- 4 ani, Ilfov, Anul 1992, Numar persoane, 2
0- 4 ani, Ilfov, Anul 1993, Numar persoane, 21
0- 4 ani, Ilfov, Anul 1994, Numar persoane, 78
0- 4 ani, Ilfov, Anul 1995, Numar persoane, 108
0- 4 ani, Ilfov, Anul 1996, Numar persoane, 62
0- 4 ani, Ilfov, Anul 1997, Numar persoane, 25
0- 4 ani, Ilfov, Anul 1998, Numar persoane, 21
0- 4 ani, Ilfov, Anul 1999, Numar persoane, 23
0- 4 ani, Ilfov, Anul 2000, Numar persoane, 34
0- 4 ani, Ilfov, Anul 2001, Numar persoane, 22
0- 4 ani, Ilfov, Anul 2002, Numar persoane, 1
0- 4 ani, Ilfov, Anul 2003, Numar persoane, 3
0- 4 ani, Ilfov, Anul 2008, Numar persoane, 1
0- 4 ani, Ilfov, Anul 2011, Numar persoane, 8
0- 4 ani, Ilfov, Anul 2012, Numar persoane, 7
0- 4 ani, Ilfov, Anul 2013, Numar persoane, 11
0- 4 ani, Ilfov, Anul 2014, Numar persoane, 9
0- 4 ani, Ilfov, Anul 2015, Numar persoane, 7
0- 4 ani, Ilfov, Anul 2016, Numar persoane, 8
0- 4 ani, Ilfov, Anul 2017, Numar persoane, 11
0- 4 ani, Ilfov, Anul 2018, Numar persoane, 7
0- 4 ani, Ilfov, Anul 2019, Numar persoane, 14
0- 4 ani, Ilfov, Anul 2020, Numar persoane, 20
0- 4 ani, Ilfov, Anul 2021, Numar persoane, 13
0- 4 ani, Ilfov, Anul 2022, Numar persoane, 20
0- 4 ani, Municipiul Bucuresti, Anul 1992, Numar persoane, 108
0- 4 ani, Municipiul Bucuresti, Anul 1993, Numar persoane, 248
0- 4 ani, Municipiul Bucuresti, Anul 1994, Numar persoane, 1025
0- 4 ani, Municipiul Bucuresti, Anul 1995, Numar persoane, 722
0- 4 ani, Municipiul Bucuresti, Anul 1996, Numar persoane, 260
0- 4 ani, Municipiul Bucuresti, Anul 1997, Numar persoane, 274
0- 4 ani, Municipiul Bucuresti, Anul 1998, Numar persoane, 2135
0- 4 ani, Municipiul Bucuresti, Anul 1999, Numar persoane, 1174
0- 4 ani, Municipiul Bucuresti, Anul 2000, Numar persoane, 355
0- 4 ani, Municipiul Bucuresti, Anul 2001, Numar persoane, 230
0- 4 ani, Municipiul Bucuresti, Anul 2002, Numar persoane, 79
0- 4 ani, Municipiul Bucuresti, Anul 2003, Numar persoane, 146
0- 4 ani, Municipiul Bucuresti, Anul 2004, Numar persoane, 22
0- 4 ani, Municipiul Bucuresti, Anul 2005, Numar persoane, 4
0- 4 ani, Municipiul Bucuresti, Anul 2006, Numar persoane, 6
0- 4 ani, Municipiul Bucuresti, Anul 2007, Numar persoane, 9
0- 4 ani, Municipiul Bucuresti, Anul 2008, Numar persoane, 14
0- 4 ani, Municipiul Bucuresti, Anul 2009, Numar persoane, 23
0- 4 ani, Municipiul Bucuresti, Anul 2010, Numar persoane, 13
0- 4 ani, Municipiul Bucuresti, Anul 2011, Numar persoane, 450
0- 4 ani, Municipiul Bucuresti, Anul 2012, Numar persoane, 436
0- 4 ani, Municipiul Bucuresti, Anul 2013, Numar persoane, 595
0- 4 ani, Municipiul Bucuresti, Anul 2014, Numar persoane, 119
0- 4 ani, Municipiul Bucuresti, Anul 2015, Numar persoane, 80
0- 4 ani, Municipiul Bucuresti, Anul 2016, Numar persoane, 123
0- 4 ani, Municipiul Bucuresti, Anul 2017, Numar persoane, 129
0- 4 ani, Municipiul Bucuresti, Anul 2018, Numar persoane, 176
0- 4 ani, Municipiul Bucuresti, Anul 2019, Numar persoane, 145
0- 4 ani, Municipiul Bucuresti, Anul 2020, Numar persoane, 202
0- 4 ani, Municipiul Bucuresti, Anul 2021, Numar persoane, 224
