Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, Rural, Bacau, Anul 1991, Numar persoane, 6402
Total, Rural, Bacau, Anul 1992, Numar persoane, 6131
Total, Rural, Bacau, Anul 1993, Numar persoane, 5817
Total, Rural, Bacau, Anul 1994, Numar persoane, 6015
Total, Rural, Bacau, Anul 1995, Numar persoane, 5647
Total, Rural, Bacau, Anul 1996, Numar persoane, 5536
Total, Rural, Bacau, Anul 1997, Numar persoane, 5578
Total, Rural, Bacau, Anul 1998, Numar persoane, 5722
Total, Rural, Bacau, Anul 1999, Numar persoane, 5699
Total, Rural, Bacau, Anul 2000, Numar persoane, 5568
Total, Rural, Bacau, Anul 2001, Numar persoane, 5227
Total, Rural, Bacau, Anul 2002, Numar persoane, 4907
Total, Rural, Bacau, Anul 2003, Numar persoane, 4948
Total, Rural, Bacau, Anul 2004, Numar persoane, 4715
Total, Rural, Bacau, Anul 2005, Numar persoane, 4526
Total, Rural, Bacau, Anul 2006, Numar persoane, 4529
Total, Rural, Bacau, Anul 2007, Numar persoane, 4483
Total, Rural, Bacau, Anul 2008, Numar persoane, 4349
Total, Rural, Bacau, Anul 2009, Numar persoane, 4251
Total, Rural, Bacau, Anul 2010, Numar persoane, 4021
Total, Rural, Bacau, Anul 2011, Numar persoane, 3889
Total, Rural, Bacau, Anul 2012, Numar persoane, 4016
Total, Rural, Bacau, Anul 2013, Numar persoane, 4279
Total, Rural, Bacau, Anul 2014, Numar persoane, 3924
Total, Rural, Bacau, Anul 2015, Numar persoane, 3890
Total, Rural, Bacau, Anul 2016, Numar persoane, 3781
Total, Rural, Bacau, Anul 2017, Numar persoane, 3805
Total, Rural, Bacau, Anul 2018, Numar persoane, 3789
Total, Rural, Bacau, Anul 2019, Numar persoane, 3880
Total, Rural, Bacau, Anul 2020, Numar persoane, 3554
Total, Rural, Bacau, Anul 2021, Numar persoane, 3623
Total, Rural, Bacau, Anul 2022, Numar persoane, 3161
Total, Rural, Botosani, Anul 1990, Numar persoane, 4899
Total, Rural, Botosani, Anul 1991, Numar persoane, 4185
Total, Rural, Botosani, Anul 1992, Numar persoane, 4183
Total, Rural, Botosani, Anul 1993, Numar persoane, 4078
Total, Rural, Botosani, Anul 1994, Numar persoane, 4266
Total, Rural, Botosani, Anul 1995, Numar persoane, 4129
Total, Rural, Botosani, Anul 1996, Numar persoane, 4000
Total, Rural, Botosani, Anul 1997, Numar persoane, 4311
Total, Rural, Botosani, Anul 1998, Numar persoane, 4297
Total, Rural, Botosani, Anul 1999, Numar persoane, 4494
Total, Rural, Botosani, Anul 2000, Numar persoane, 4426
Total, Rural, Botosani, Anul 2001, Numar persoane, 4387
Total, Rural, Botosani, Anul 2002, Numar persoane, 4207
Total, Rural, Botosani, Anul 2003, Numar persoane, 3986
Total, Rural, Botosani, Anul 2004, Numar persoane, 3479
Total, Rural, Botosani, Anul 2005, Numar persoane, 3231
Total, Rural, Botosani, Anul 2006, Numar persoane, 3135
Total, Rural, Botosani, Anul 2007, Numar persoane, 2859
Total, Rural, Botosani, Anul 2008, Numar persoane, 3084
Total, Rural, Botosani, Anul 2009, Numar persoane, 2854
Total, Rural, Botosani, Anul 2010, Numar persoane, 2619
Total, Rural, Botosani, Anul 2011, Numar persoane, 2452
Total, Rural, Botosani, Anul 2012, Numar persoane, 2634
Total, Rural, Botosani, Anul 2013, Numar persoane, 2757
Total, Rural, Botosani, Anul 2014, Numar persoane, 2584
Total, Rural, Botosani, Anul 2015, Numar persoane, 2479
Total, Rural, Botosani, Anul 2016, Numar persoane, 2395
Total, Rural, Botosani, Anul 2017, Numar persoane, 2517
Total, Rural, Botosani, Anul 2018, Numar persoane, 2563
Total, Rural, Botosani, Anul 2019, Numar persoane, 2609
Total, Rural, Botosani, Anul 2020, Numar persoane, 2477
Total, Rural, Botosani, Anul 2021, Numar persoane, 2638
Total, Rural, Botosani, Anul 2022, Numar persoane, 2159
Total, Rural, Iasi, Anul 1990, Numar persoane, 8397
Total, Rural, Iasi, Anul 1991, Numar persoane, 7578
Total, Rural, Iasi, Anul 1992, Numar persoane, 7148
Total, Rural, Iasi, Anul 1993, Numar persoane, 7162
Total, Rural, Iasi, Anul 1994, Numar persoane, 7184
Total, Rural, Iasi, Anul 1995, Numar persoane, 7032
Total, Rural, Iasi, Anul 1996, Numar persoane, 6671
Total, Rural, Iasi, Anul 1997, Numar persoane, 7029
Total, Rural, Iasi, Anul 1998, Numar persoane, 7380
Total, Rural, Iasi, Anul 1999, Numar persoane, 7433
Total, Rural, Iasi, Anul 2000, Numar persoane, 7597
Total, Rural, Iasi, Anul 2001, Numar persoane, 7215
Total, Rural, Iasi, Anul 2002, Numar persoane, 6866
Total, Rural, Iasi, Anul 2003, Numar persoane, 6344
Total, Rural, Iasi, Anul 2004, Numar persoane, 6168
Total, Rural, Iasi, Anul 2005, Numar persoane, 6000
Total, Rural, Iasi, Anul 2006, Numar persoane, 5754
Total, Rural, Iasi, Anul 2007, Numar persoane, 5944
Total, Rural, Iasi, Anul 2008, Numar persoane, 5825
Total, Rural, Iasi, Anul 2009, Numar persoane, 5529
Total, Rural, Iasi, Anul 2010, Numar persoane, 5015
Total, Rural, Iasi, Anul 2011, Numar persoane, 4727
Total, Rural, Iasi, Anul 2012, Numar persoane, 5067
Total, Rural, Iasi, Anul 2013, Numar persoane, 5513
Total, Rural, Iasi, Anul 2014, Numar persoane, 5136
Total, Rural, Iasi, Anul 2015, Numar persoane, 5205
Total, Rural, Iasi, Anul 2016, Numar persoane, 5300
Total, Rural, Iasi, Anul 2017, Numar persoane, 5523
Total, Rural, Iasi, Anul 2018, Numar persoane, 5591
Total, Rural, Iasi, Anul 2019, Numar persoane, 5873
Total, Rural, Iasi, Anul 2020, Numar persoane, 5649
Total, Rural, Iasi, Anul 2021, Numar persoane, 5812
Total, Rural, Iasi, Anul 2022, Numar persoane, 4917
Total, Rural, Neamt, Anul 1990, Numar persoane, 5961
Total, Rural, Neamt, Anul 1991, Numar persoane, 5556
Total, Rural, Neamt, Anul 1992, Numar persoane, 5326
Total, Rural, Neamt, Anul 1993, Numar persoane, 5299
Total, Rural, Neamt, Anul 1994, Numar persoane, 5043
Total, Rural, Neamt, Anul 1995, Numar persoane, 4839
Total, Rural, Neamt, Anul 1996, Numar persoane, 4571
Total, Rural, Neamt, Anul 1997, Numar persoane, 4693
Total, Rural, Neamt, Anul 1998, Numar persoane, 4692
Total, Rural, Neamt, Anul 1999, Numar persoane, 4803
Total, Rural, Neamt, Anul 2000, Numar persoane, 4745
Total, Rural, Neamt, Anul 2001, Numar persoane, 4269
Total, Rural, Neamt, Anul 2002, Numar persoane, 4025
Total, Rural, Neamt, Anul 2003, Numar persoane, 3882
Total, Rural, Neamt, Anul 2004, Numar persoane, 3891
Total, Rural, Neamt, Anul 2005, Numar persoane, 3622
Total, Rural, Neamt, Anul 2006, Numar persoane, 3650
Total, Rural, Neamt, Anul 2007, Numar persoane, 3358
Total, Rural, Neamt, Anul 2008, Numar persoane, 3495
Total, Rural, Neamt, Anul 2009, Numar persoane, 3318
Total, Rural, Neamt, Anul 2010, Numar persoane, 3161
Total, Rural, Neamt, Anul 2011, Numar persoane, 2914
Total, Rural, Neamt, Anul 2012, Numar persoane, 3141
Total, Rural, Neamt, Anul 2013, Numar persoane, 3667
Total, Rural, Neamt, Anul 2014, Numar persoane, 3236
Total, Rural, Neamt, Anul 2015, Numar persoane, 3169
Total, Rural, Neamt, Anul 2016, Numar persoane, 3142
Total, Rural, Neamt, Anul 2017, Numar persoane, 3169
Total, Rural, Neamt, Anul 2018, Numar persoane, 3022
Total, Rural, Neamt, Anul 2019, Numar persoane, 3066
Total, Rural, Neamt, Anul 2020, Numar persoane, 2926
Total, Rural, Neamt, Anul 2021, Numar persoane, 2734
Total, Rural, Neamt, Anul 2022, Numar persoane, 2483
Total, Rural, Suceava, Anul 1990, Numar persoane, 8075
Total, Rural, Suceava, Anul 1991, Numar persoane, 7418
Total, Rural, Suceava, Anul 1992, Numar persoane, 7571
Total, Rural, Suceava, Anul 1993, Numar persoane, 7257
Total, Rural, Suceava, Anul 1994, Numar persoane, 7364
Total, Rural, Suceava, Anul 1995, Numar persoane, 7060
Total, Rural, Suceava, Anul 1996, Numar persoane, 7038
Total, Rural, Suceava, Anul 1997, Numar persoane, 7209
Total, Rural, Suceava, Anul 1998, Numar persoane, 7040
Total, Rural, Suceava, Anul 1999, Numar persoane, 7120
Total, Rural, Suceava, Anul 2000, Numar persoane, 6982
Total, Rural, Suceava, Anul 2001, Numar persoane, 6624
Total, Rural, Suceava, Anul 2002, Numar persoane, 6423
Total, Rural, Suceava, Anul 2003, Numar persoane, 6089
Total, Rural, Suceava, Anul 2004, Numar persoane, 5190
Total, Rural, Suceava, Anul 2005, Numar persoane, 5095
Total, Rural, Suceava, Anul 2006, Numar persoane, 4755
Total, Rural, Suceava, Anul 2007, Numar persoane, 4813
Total, Rural, Suceava, Anul 2008, Numar persoane, 4932
Total, Rural, Suceava, Anul 2009, Numar persoane, 4787
Total, Rural, Suceava, Anul 2010, Numar persoane, 4719
Total, Rural, Suceava, Anul 2011, Numar persoane, 4662
Total, Rural, Suceava, Anul 2012, Numar persoane, 4781
Total, Rural, Suceava, Anul 2013, Numar persoane, 5375
Total, Rural, Suceava, Anul 2014, Numar persoane, 4863
Total, Rural, Suceava, Anul 2015, Numar persoane, 4923
Total, Rural, Suceava, Anul 2016, Numar persoane, 5148
Total, Rural, Suceava, Anul 2017, Numar persoane, 5260
Total, Rural, Suceava, Anul 2018, Numar persoane, 5423
Total, Rural, Suceava, Anul 2019, Numar persoane, 5465
Total, Rural, Suceava, Anul 2020, Numar persoane, 5326
Total, Rural, Suceava, Anul 2021, Numar persoane, 5420
Total, Rural, Suceava, Anul 2022, Numar persoane, 4867
Total, Rural, Vaslui, Anul 1990, Numar persoane, 5463
Total, Rural, Vaslui, Anul 1991, Numar persoane, 4750
Total, Rural, Vaslui, Anul 1992, Numar persoane, 4617
Total, Rural, Vaslui, Anul 1993, Numar persoane, 4670
Total, Rural, Vaslui, Anul 1994, Numar persoane, 4763
Total, Rural, Vaslui, Anul 1995, Numar persoane, 4477
Total, Rural, Vaslui, Anul 1996, Numar persoane, 4370
Total, Rural, Vaslui, Anul 1997, Numar persoane, 4579
Total, Rural, Vaslui, Anul 1998, Numar persoane, 4792
Total, Rural, Vaslui, Anul 1999, Numar persoane, 4766
Total, Rural, Vaslui, Anul 2000, Numar persoane, 4835
Total, Rural, Vaslui, Anul 2001, Numar persoane, 4477
Total, Rural, Vaslui, Anul 2002, Numar persoane, 4252
Total, Rural, Vaslui, Anul 2003, Numar persoane, 3999
Total, Rural, Vaslui, Anul 2004, Numar persoane, 3509
Total, Rural, Vaslui, Anul 2005, Numar persoane, 3453
Total, Rural, Vaslui, Anul 2006, Numar persoane, 3410
Total, Rural, Vaslui, Anul 2007, Numar persoane, 3445
Total, Rural, Vaslui, Anul 2008, Numar persoane, 3194
Total, Rural, Vaslui, Anul 2009, Numar persoane, 3203
Total, Rural, Vaslui, Anul 2010, Numar persoane, 2757
Total, Rural, Vaslui, Anul 2011, Numar persoane, 2712
Total, Rural, Vaslui, Anul 2012, Numar persoane, 2664
Total, Rural, Vaslui, Anul 2013, Numar persoane, 2841
Total, Rural, Vaslui, Anul 2014, Numar persoane, 2395
Total, Rural, Vaslui, Anul 2015, Numar persoane, 2522
Total, Rural, Vaslui, Anul 2016, Numar persoane, 2530
Total, Rural, Vaslui, Anul 2017, Numar persoane, 2507
Total, Rural, Vaslui, Anul 2018, Numar persoane, 2513
Total, Rural, Vaslui, Anul 2019, Numar persoane, 2487
Total, Rural, Vaslui, Anul 2020, Numar persoane, 2375
Total, Rural, Vaslui, Anul 2021, Numar persoane, 2402
Total, Rural, Vaslui, Anul 2022, Numar persoane, 2049
Total, Rural, Braila, Anul 1990, Numar persoane, 1965
Total, Rural, Braila, Anul 1991, Numar persoane, 1614
Total, Rural, Braila, Anul 1992, Numar persoane, 1471
Total, Rural, Braila, Anul 1993, Numar persoane, 1516
Total, Rural, Braila, Anul 1994, Numar persoane, 1456
Total, Rural, Braila, Anul 1995, Numar persoane, 1434
Total, Rural, Braila, Anul 1996, Numar persoane, 1405
Total, Rural, Braila, Anul 1997, Numar persoane, 1497
Total, Rural, Braila, Anul 1998, Numar persoane, 1513
Total, Rural, Braila, Anul 1999, Numar persoane, 1505
Total, Rural, Braila, Anul 2000, Numar persoane, 1535
Total, Rural, Braila, Anul 2001, Numar persoane, 1387
Total, Rural, Braila, Anul 2002, Numar persoane, 1302
Total, Rural, Braila, Anul 2003, Numar persoane, 1419
Total, Rural, Braila, Anul 2004, Numar persoane, 1327
Total, Rural, Braila, Anul 2005, Numar persoane, 1269
Total, Rural, Braila, Anul 2006, Numar persoane, 1235
Total, Rural, Braila, Anul 2007, Numar persoane, 1231
Total, Rural, Braila, Anul 2008, Numar persoane, 1257
Total, Rural, Braila, Anul 2009, Numar persoane, 1184
Total, Rural, Braila, Anul 2010, Numar persoane, 1188
Total, Rural, Braila, Anul 2011, Numar persoane, 1031
Total, Rural, Braila, Anul 2012, Numar persoane, 1045
Total, Rural, Braila, Anul 2013, Numar persoane, 1090
Total, Rural, Braila, Anul 2014, Numar persoane, 995
Total, Rural, Braila, Anul 2015, Numar persoane, 1000
Total, Rural, Braila, Anul 2016, Numar persoane, 1103
Total, Rural, Braila, Anul 2017, Numar persoane, 1004
Total, Rural, Braila, Anul 2018, Numar persoane, 1005
Total, Rural, Braila, Anul 2019, Numar persoane, 989
Total, Rural, Braila, Anul 2020, Numar persoane, 982
Total, Rural, Braila, Anul 2021, Numar persoane, 1029
Total, Rural, Braila, Anul 2022, Numar persoane, 907
Total, Rural, Buzau, Anul 1990, Numar persoane, 4264
Total, Rural, Buzau, Anul 1991, Numar persoane, 3790
Total, Rural, Buzau, Anul 1992, Numar persoane, 3829
Total, Rural, Buzau, Anul 1993, Numar persoane, 3681
Total, Rural, Buzau, Anul 1994, Numar persoane, 3681
Total, Rural, Buzau, Anul 1995, Numar persoane, 3560
Total, Rural, Buzau, Anul 1996, Numar persoane, 3290
Total, Rural, Buzau, Anul 1997, Numar persoane, 3339
Total, Rural, Buzau, Anul 1998, Numar persoane, 3216
Total, Rural, Buzau, Anul 1999, Numar persoane, 3286
Total, Rural, Buzau, Anul 2000, Numar persoane, 3257
Total, Rural, Buzau, Anul 2001, Numar persoane, 2993
Total, Rural, Buzau, Anul 2002, Numar persoane, 2828
Total, Rural, Buzau, Anul 2003, Numar persoane, 2944
Total, Rural, Buzau, Anul 2004, Numar persoane, 2768
Total, Rural, Buzau, Anul 2005, Numar persoane, 2692
Total, Rural, Buzau, Anul 2006, Numar persoane, 2712
Total, Rural, Buzau, Anul 2007, Numar persoane, 2720
Total, Rural, Buzau, Anul 2008, Numar persoane, 2618
Total, Rural, Buzau, Anul 2009, Numar persoane, 2623
Total, Rural, Buzau, Anul 2010, Numar persoane, 2487
Total, Rural, Buzau, Anul 2011, Numar persoane, 2291
Total, Rural, Buzau, Anul 2012, Numar persoane, 2205
Total, Rural, Buzau, Anul 2013, Numar persoane, 2165
Total, Rural, Buzau, Anul 2014, Numar persoane, 2226
Total, Rural, Buzau, Anul 2015, Numar persoane, 2160
Total, Rural, Buzau, Anul 2016, Numar persoane, 2207
Total, Rural, Buzau, Anul 2017, Numar persoane, 2225
Total, Rural, Buzau, Anul 2018, Numar persoane, 2189
Total, Rural, Buzau, Anul 2019, Numar persoane, 2273
Total, Rural, Buzau, Anul 2020, Numar persoane, 2181
Total, Rural, Buzau, Anul 2021, Numar persoane, 2158
Total, Rural, Buzau, Anul 2022, Numar persoane, 2061
Total, Rural, Constanta, Anul 1990, Numar persoane, 3416
Total, Rural, Constanta, Anul 1991, Numar persoane, 2790
Total, Rural, Constanta, Anul 1992, Numar persoane, 2644
Total, Rural, Constanta, Anul 1993, Numar persoane, 2562
Total, Rural, Constanta, Anul 1994, Numar persoane, 2586
Total, Rural, Constanta, Anul 1995, Numar persoane, 2544
Total, Rural, Constanta, Anul 1996, Numar persoane, 2504
Total, Rural, Constanta, Anul 1997, Numar persoane, 2740
Total, Rural, Constanta, Anul 1998, Numar persoane, 2817
Total, Rural, Constanta, Anul 1999, Numar persoane, 2890
Total, Rural, Constanta, Anul 2000, Numar persoane, 2858
Total, Rural, Constanta, Anul 2001, Numar persoane, 2813
Total, Rural, Constanta, Anul 2002, Numar persoane, 2666
Total, Rural, Constanta, Anul 2003, Numar persoane, 2745
Total, Rural, Constanta, Anul 2004, Numar persoane, 2587
Total, Rural, Constanta, Anul 2005, Numar persoane, 2570
Total, Rural, Constanta, Anul 2006, Numar persoane, 2762
Total, Rural, Constanta, Anul 2007, Numar persoane, 2714
Total, Rural, Constanta, Anul 2008, Numar persoane, 2952
Total, Rural, Constanta, Anul 2009, Numar persoane, 2864
Total, Rural, Constanta, Anul 2010, Numar persoane, 2770
Total, Rural, Constanta, Anul 2011, Numar persoane, 2471
Total, Rural, Constanta, Anul 2012, Numar persoane, 2636
Total, Rural, Constanta, Anul 2013, Numar persoane, 2682
Total, Rural, Constanta, Anul 2014, Numar persoane, 2555
Total, Rural, Constanta, Anul 2015, Numar persoane, 2643
Total, Rural, Constanta, Anul 2016, Numar persoane, 2633
Total, Rural, Constanta, Anul 2017, Numar persoane, 2574
Total, Rural, Constanta, Anul 2018, Numar persoane, 2536
Total, Rural, Constanta, Anul 2019, Numar persoane, 2461
Total, Rural, Constanta, Anul 2020, Numar persoane, 2543
Total, Rural, Constanta, Anul 2021, Numar persoane, 2468
Total, Rural, Constanta, Anul 2022, Numar persoane, 2244
Total, Rural, Galati, Anul 1990, Numar persoane, 4788
Total, Rural, Galati, Anul 1991, Numar persoane, 4191
Total, Rural, Galati, Anul 1992, Numar persoane, 4193
Total, Rural, Galati, Anul 1993, Numar persoane, 4036
Total, Rural, Galati, Anul 1994, Numar persoane, 4147
Total, Rural, Galati, Anul 1995, Numar persoane, 3969
Total, Rural, Galati, Anul 1996, Numar persoane, 3780
Total, Rural, Galati, Anul 1997, Numar persoane, 3923
Total, Rural, Galati, Anul 1998, Numar persoane, 3926
Total, Rural, Galati, Anul 1999, Numar persoane, 3995
Total, Rural, Galati, Anul 2000, Numar persoane, 3861
Total, Rural, Galati, Anul 2001, Numar persoane, 3526
Total, Rural, Galati, Anul 2002, Numar persoane, 3157
Total, Rural, Galati, Anul 2003, Numar persoane, 3386
Total, Rural, Galati, Anul 2004, Numar persoane, 2947
Total, Rural, Galati, Anul 2005, Numar persoane, 2966
Total, Rural, Galati, Anul 2006, Numar persoane, 2823
Total, Rural, Galati, Anul 2007, Numar persoane, 2751
Total, Rural, Galati, Anul 2008, Numar persoane, 2847
Total, Rural, Galati, Anul 2009, Numar persoane, 2852
Total, Rural, Galati, Anul 2010, Numar persoane, 2621
Total, Rural, Galati, Anul 2011, Numar persoane, 2227
Total, Rural, Galati, Anul 2012, Numar persoane, 2377
Total, Rural, Galati, Anul 2013, Numar persoane, 2536
Total, Rural, Galati, Anul 2014, Numar persoane, 2428
Total, Rural, Galati, Anul 2015, Numar persoane, 2433
Total, Rural, Galati, Anul 2016, Numar persoane, 2550
Total, Rural, Galati, Anul 2017, Numar persoane, 2580
Total, Rural, Galati, Anul 2018, Numar persoane, 2438
Total, Rural, Galati, Anul 2019, Numar persoane, 2433
Total, Rural, Galati, Anul 2020, Numar persoane, 2330
Total, Rural, Galati, Anul 2021, Numar persoane, 2342
Total, Rural, Galati, Anul 2022, Numar persoane, 1962
Total, Rural, Tulcea, Anul 1990, Numar persoane, 2070
Total, Rural, Tulcea, Anul 1991, Numar persoane, 1698
Total, Rural, Tulcea, Anul 1992, Numar persoane, 1702
Total, Rural, Tulcea, Anul 1993, Numar persoane, 1599
Total, Rural, Tulcea, Anul 1994, Numar persoane, 1587
Total, Rural, Tulcea, Anul 1995, Numar persoane, 1472
Total, Rural, Tulcea, Anul 1996, Numar persoane, 1411
Total, Rural, Tulcea, Anul 1997, Numar persoane, 1472
Total, Rural, Tulcea, Anul 1998, Numar persoane, 1509
Total, Rural, Tulcea, Anul 1999, Numar persoane, 1568
Total, Rural, Tulcea, Anul 2000, Numar persoane, 1519
Total, Rural, Tulcea, Anul 2001, Numar persoane, 1446
Total, Rural, Tulcea, Anul 2002, Numar persoane, 1414
Total, Rural, Tulcea, Anul 2003, Numar persoane, 1293
Total, Rural, Tulcea, Anul 2004, Numar persoane, 1282
Total, Rural, Tulcea, Anul 2005, Numar persoane, 1213
Total, Rural, Tulcea, Anul 2006, Numar persoane, 1228
Total, Rural, Tulcea, Anul 2007, Numar persoane, 1203
Total, Rural, Tulcea, Anul 2008, Numar persoane, 1171
Total, Rural, Tulcea, Anul 2009, Numar persoane, 1104
Total, Rural, Tulcea, Anul 2010, Numar persoane, 1097
Total, Rural, Tulcea, Anul 2011, Numar persoane, 1032
Total, Rural, Tulcea, Anul 2012, Numar persoane, 1013
Total, Rural, Tulcea, Anul 2013, Numar persoane, 1033
Total, Rural, Tulcea, Anul 2014, Numar persoane, 1053
Total, Rural, Tulcea, Anul 2015, Numar persoane, 988
Total, Rural, Tulcea, Anul 2016, Numar persoane, 900
Total, Rural, Tulcea, Anul 2017, Numar persoane, 962
Total, Rural, Tulcea, Anul 2018, Numar persoane, 889
Total, Rural, Tulcea, Anul 2019, Numar persoane, 809
Total, Rural, Tulcea, Anul 2020, Numar persoane, 867
Total, Rural, Tulcea, Anul 2021, Numar persoane, 892
Total, Rural, Tulcea, Anul 2022, Numar persoane, 748
Total, Rural, Vrancea, Anul 1990, Numar persoane, 3692
Total, Rural, Vrancea, Anul 1991, Numar persoane, 3251
Total, Rural, Vrancea, Anul 1992, Numar persoane, 3497
Total, Rural, Vrancea, Anul 1993, Numar persoane, 3341
Total, Rural, Vrancea, Anul 1994, Numar persoane, 3287
Total, Rural, Vrancea, Anul 1995, Numar persoane, 3206
Total, Rural, Vrancea, Anul 1996, Numar persoane, 3050
Total, Rural, Vrancea, Anul 1997, Numar persoane, 2995
Total, Rural, Vrancea, Anul 1998, Numar persoane, 2988
Total, Rural, Vrancea, Anul 1999, Numar persoane, 3099
Total, Rural, Vrancea, Anul 2000, Numar persoane, 3071
Total, Rural, Vrancea, Anul 2001, Numar persoane, 2852
Total, Rural, Vrancea, Anul 2002, Numar persoane, 2593
Total, Rural, Vrancea, Anul 2003, Numar persoane, 2542
Total, Rural, Vrancea, Anul 2004, Numar persoane, 2601
Total, Rural, Vrancea, Anul 2005, Numar persoane, 2625
Total, Rural, Vrancea, Anul 2006, Numar persoane, 2489
Total, Rural, Vrancea, Anul 2007, Numar persoane, 2592
Total, Rural, Vrancea, Anul 2008, Numar persoane, 2532
Total, Rural, Vrancea, Anul 2009, Numar persoane, 2575
Total, Rural, Vrancea, Anul 2010, Numar persoane, 2472
Total, Rural, Vrancea, Anul 2011, Numar persoane, 2343
Total, Rural, Vrancea, Anul 2012, Numar persoane, 2523
Total, Rural, Vrancea, Anul 2013, Numar persoane, 2746
Total, Rural, Vrancea, Anul 2014, Numar persoane, 2351
Total, Rural, Vrancea, Anul 2015, Numar persoane, 2366
Total, Rural, Vrancea, Anul 2016, Numar persoane, 2366
Total, Rural, Vrancea, Anul 2017, Numar persoane, 2399
Total, Rural, Vrancea, Anul 2018, Numar persoane, 2315
Total, Rural, Vrancea, Anul 2019, Numar persoane, 2231
Total, Rural, Vrancea, Anul 2020, Numar persoane, 2102
Total, Rural, Vrancea, Anul 2021, Numar persoane, 2149
Total, Rural, Vrancea, Anul 2022, Numar persoane, 1948
Total, Rural, Arges, Anul 1990, Numar persoane, 5038
Total, Rural, Arges, Anul 1991, Numar persoane, 4685
Total, Rural, Arges, Anul 1992, Numar persoane, 4660
Total, Rural, Arges, Anul 1993, Numar persoane, 4347
Total, Rural, Arges, Anul 1994, Numar persoane, 4151
Total, Rural, Arges, Anul 1995, Numar persoane, 4013
Total, Rural, Arges, Anul 1996, Numar persoane, 3892
Total, Rural, Arges, Anul 1997, Numar persoane, 3930
Total, Rural, Arges, Anul 1998, Numar persoane, 3939
Total, Rural, Arges, Anul 1999, Numar persoane, 3908
Total, Rural, Arges, Anul 2000, Numar persoane, 3751
Total, Rural, Arges, Anul 2001, Numar persoane, 3563
Total, Rural, Arges, Anul 2002, Numar persoane, 3390
Total, Rural, Arges, Anul 2003, Numar persoane, 3428
Total, Rural, Arges, Anul 2004, Numar persoane, 3261
Total, Rural, Arges, Anul 2005, Numar persoane, 3176
Total, Rural, Arges, Anul 2006, Numar persoane, 3077
Total, Rural, Arges, Anul 2007, Numar persoane, 2897
Total, Rural, Arges, Anul 2008, Numar persoane, 3034
Total, Rural, Arges, Anul 2009, Numar persoane, 3134
Total, Rural, Arges, Anul 2010, Numar persoane, 3001
Total, Rural, Arges, Anul 2011, Numar persoane, 2810
Total, Rural, Arges, Anul 2012, Numar persoane, 2758
Total, Rural, Arges, Anul 2013, Numar persoane, 2755
Total, Rural, Arges, Anul 2014, Numar persoane, 2751
Total, Rural, Arges, Anul 2015, Numar persoane, 2848
Total, Rural, Arges, Anul 2016, Numar persoane, 2847
Total, Rural, Arges, Anul 2017, Numar persoane, 2866
Total, Rural, Arges, Anul 2018, Numar persoane, 2920
Total, Rural, Arges, Anul 2019, Numar persoane, 2852
Total, Rural, Arges, Anul 2020, Numar persoane, 2820
Total, Rural, Arges, Anul 2021, Numar persoane, 2698
Total, Rural, Arges, Anul 2022, Numar persoane, 2440
Total, Rural, Calarasi, Anul 1990, Numar persoane, 2869
Total, Rural, Calarasi, Anul 1991, Numar persoane, 2395
Total, Rural, Calarasi, Anul 1992, Numar persoane, 2328
Total, Rural, Calarasi, Anul 1993, Numar persoane, 2373
Total, Rural, Calarasi, Anul 1994, Numar persoane, 2346
Total, Rural, Calarasi, Anul 1995, Numar persoane, 2267
Total, Rural, Calarasi, Anul 1996, Numar persoane, 2142
Total, Rural, Calarasi, Anul 1997, Numar persoane, 2353
Total, Rural, Calarasi, Anul 1998, Numar persoane, 2328
Total, Rural, Calarasi, Anul 1999, Numar persoane, 2338
Total, Rural, Calarasi, Anul 2000, Numar persoane, 2344
Total, Rural, Calarasi, Anul 2001, Numar persoane, 2174
Total, Rural, Calarasi, Anul 2002, Numar persoane, 2163
Total, Rural, Calarasi, Anul 2003, Numar persoane, 2218
Total, Rural, Calarasi, Anul 2004, Numar persoane, 2085
Total, Rural, Calarasi, Anul 2005, Numar persoane, 2081
Total, Rural, Calarasi, Anul 2006, Numar persoane, 2146
Total, Rural, Calarasi, Anul 2007, Numar persoane, 2050
Total, Rural, Calarasi, Anul 2008, Numar persoane, 2156
Total, Rural, Calarasi, Anul 2009, Numar persoane, 2165
Total, Rural, Calarasi, Anul 2010, Numar persoane, 1954
Total, Rural, Calarasi, Anul 2011, Numar persoane, 1886
Total, Rural, Calarasi, Anul 2012, Numar persoane, 1931
Total, Rural, Calarasi, Anul 2013, Numar persoane, 1857
Total, Rural, Calarasi, Anul 2014, Numar persoane, 1710
Total, Rural, Calarasi, Anul 2015, Numar persoane, 1785
Total, Rural, Calarasi, Anul 2016, Numar persoane, 1794
Total, Rural, Calarasi, Anul 2017, Numar persoane, 1796
Total, Rural, Calarasi, Anul 2018, Numar persoane, 1771
Total, Rural, Calarasi, Anul 2019, Numar persoane, 1787
Total, Rural, Calarasi, Anul 2020, Numar persoane, 1762
Total, Rural, Calarasi, Anul 2021, Numar persoane, 1757
Total, Rural, Calarasi, Anul 2022, Numar persoane, 1512
Total, Rural, Dambovita, Anul 1990, Numar persoane, 5504
Total, Rural, Dambovita, Anul 1991, Numar persoane, 4961
