Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Procente, Valoare
Feminin, Dambovita, Anul 2014, Procente, 7.5
Feminin, Dambovita, Anul 2015, Procente, 7.1
Feminin, Dambovita, Anul 2016, Procente, 7.2
Feminin, Dambovita, Anul 2017, Procente, 5.8
Feminin, Dambovita, Anul 2018, Procente, 4.6
Feminin, Dambovita, Anul 2019, Procente, 3.9
Feminin, Dambovita, Anul 2020, Procente, 3.8
Feminin, Dambovita, Anul 2021, Procente, 3.4
Feminin, Giurgiu, Anul 1991, Procente, 5.1
Feminin, Giurgiu, Anul 1992, Procente, 9.6
Feminin, Giurgiu, Anul 1993, Procente, 17.8
Feminin, Giurgiu, Anul 1994, Procente, 15.1
Feminin, Giurgiu, Anul 1995, Procente, 13.8
Feminin, Giurgiu, Anul 1996, Procente, 4.9
Feminin, Giurgiu, Anul 1997, Procente, 6.3
Feminin, Giurgiu, Anul 1998, Procente, 7.2
Feminin, Giurgiu, Anul 1999, Procente, 7.2
Feminin, Giurgiu, Anul 2000, Procente, 6.4
Feminin, Giurgiu, Anul 2001, Procente, 5.6
Feminin, Giurgiu, Anul 2002, Procente, 5.6
Feminin, Giurgiu, Anul 2003, Procente, 6.2
Feminin, Giurgiu, Anul 2004, Procente, 6.1
Feminin, Giurgiu, Anul 2005, Procente, 4.6
Feminin, Giurgiu, Anul 2006, Procente, 4.5
Feminin, Giurgiu, Anul 2007, Procente, 4.2
Feminin, Giurgiu, Anul 2008, Procente, 4.8
Feminin, Giurgiu, Anul 2009, Procente, 6
Feminin, Giurgiu, Anul 2010, Procente, 7.2
Feminin, Giurgiu, Anul 2011, Procente, 5.3
Feminin, Giurgiu, Anul 2012, Procente, 5.4
Feminin, Giurgiu, Anul 2013, Procente, 5.6
Feminin, Giurgiu, Anul 2014, Procente, 6.9
Feminin, Giurgiu, Anul 2015, Procente, 6.4
Feminin, Giurgiu, Anul 2016, Procente, 5.5
Feminin, Giurgiu, Anul 2017, Procente, 3.2
Feminin, Giurgiu, Anul 2018, Procente, 2.7
Feminin, Giurgiu, Anul 2019, Procente, 2.3
Feminin, Giurgiu, Anul 2020, Procente, 3.1
Feminin, Giurgiu, Anul 2021, Procente, 3.6
Feminin, Ialomita, Anul 1991, Procente, 4.7
Feminin, Ialomita, Anul 1992, Procente, 10.1
Feminin, Ialomita, Anul 1993, Procente, 13.3
Feminin, Ialomita, Anul 1994, Procente, 12.3
Feminin, Ialomita, Anul 1995, Procente, 9.4
Feminin, Ialomita, Anul 1996, Procente, 6.4
Feminin, Ialomita, Anul 1997, Procente, 9
Feminin, Ialomita, Anul 1998, Procente, 11
Feminin, Ialomita, Anul 1999, Procente, 11.6
Feminin, Ialomita, Anul 2000, Procente, 11
Feminin, Ialomita, Anul 2001, Procente, 10.5
Feminin, Ialomita, Anul 2002, Procente, 10.1
Feminin, Ialomita, Anul 2003, Procente, 10.6
Feminin, Ialomita, Anul 2004, Procente, 8.9
Feminin, Ialomita, Anul 2005, Procente, 10.5
Feminin, Ialomita, Anul 2006, Procente, 7
Feminin, Ialomita, Anul 2007, Procente, 6.2
Feminin, Ialomita, Anul 2008, Procente, 4.6
Feminin, Ialomita, Anul 2009, Procente, 9.1
Feminin, Ialomita, Anul 2010, Procente, 7.7
Feminin, Ialomita, Anul 2011, Procente, 6.1
Feminin, Ialomita, Anul 2012, Procente, 6
Feminin, Ialomita, Anul 2013, Procente, 6
Feminin, Ialomita, Anul 2014, Procente, 6.3
Feminin, Ialomita, Anul 2015, Procente, 6.8
Feminin, Ialomita, Anul 2016, Procente, 6.5
Feminin, Ialomita, Anul 2017, Procente, 6.2
Feminin, Ialomita, Anul 2018, Procente, 5.1
Feminin, Ialomita, Anul 2019, Procente, 4.3
Feminin, Ialomita, Anul 2020, Procente, 4.8
Feminin, Ialomita, Anul 2021, Procente, 5.2
Feminin, Prahova, Anul 1991, Procente, 2.7
Feminin, Prahova, Anul 1992, Procente, 8.3
Feminin, Prahova, Anul 1993, Procente, 12
Feminin, Prahova, Anul 1994, Procente, 15.1
Feminin, Prahova, Anul 1995, Procente, 12.7
Feminin, Prahova, Anul 1996, Procente, 7.8
Feminin, Prahova, Anul 1997, Procente, 11.2
Feminin, Prahova, Anul 1998, Procente, 14.2
Feminin, Prahova, Anul 1999, Procente, 15.4
Feminin, Prahova, Anul 2000, Procente, 14.3
Feminin, Prahova, Anul 2001, Procente, 10.8
Feminin, Prahova, Anul 2002, Procente, 10.8
Feminin, Prahova, Anul 2003, Procente, 9.2
Feminin, Prahova, Anul 2004, Procente, 6.3
Feminin, Prahova, Anul 2005, Procente, 5.9
Feminin, Prahova, Anul 2006, Procente, 5
Feminin, Prahova, Anul 2007, Procente, 4.2
Feminin, Prahova, Anul 2008, Procente, 4.7
Feminin, Prahova, Anul 2009, Procente, 8.6
Feminin, Prahova, Anul 2010, Procente, 8.7
Feminin, Prahova, Anul 2011, Procente, 5.9
Feminin, Prahova, Anul 2012, Procente, 5.8
Feminin, Prahova, Anul 2013, Procente, 5.6
Feminin, Prahova, Anul 2014, Procente, 5.3
Feminin, Prahova, Anul 2015, Procente, 4.2
Feminin, Prahova, Anul 2016, Procente, 4
Feminin, Prahova, Anul 2017, Procente, 3.2
Feminin, Prahova, Anul 2018, Procente, 3.1
Feminin, Prahova, Anul 2019, Procente, 2.9
Feminin, Prahova, Anul 2020, Procente, 3.7
Feminin, Prahova, Anul 2021, Procente, 2.7
Feminin, Teleorman, Anul 1991, Procente, 4.3
Feminin, Teleorman, Anul 1992, Procente, 9.1
Feminin, Teleorman, Anul 1993, Procente, 11.4
Feminin, Teleorman, Anul 1994, Procente, 11.2
Feminin, Teleorman, Anul 1995, Procente, 11.1
Feminin, Teleorman, Anul 1996, Procente, 6.4
Feminin, Teleorman, Anul 1997, Procente, 7
Feminin, Teleorman, Anul 1998, Procente, 7.5
Feminin, Teleorman, Anul 1999, Procente, 7.6
Feminin, Teleorman, Anul 2000, Procente, 8.4
Feminin, Teleorman, Anul 2001, Procente, 7
Feminin, Teleorman, Anul 2002, Procente, 8.4
Feminin, Teleorman, Anul 2003, Procente, 8.2
Feminin, Teleorman, Anul 2004, Procente, 6.4
Feminin, Teleorman, Anul 2005, Procente, 6.8
Feminin, Teleorman, Anul 2006, Procente, 6.3
Feminin, Teleorman, Anul 2007, Procente, 6.1
Feminin, Teleorman, Anul 2008, Procente, 7.2
Feminin, Teleorman, Anul 2009, Procente, 8.9
Feminin, Teleorman, Anul 2010, Procente, 8.4
Feminin, Teleorman, Anul 2011, Procente, 7.2
Feminin, Teleorman, Anul 2012, Procente, 7.4
Feminin, Teleorman, Anul 2013, Procente, 8.5
Feminin, Teleorman, Anul 2014, Procente, 8.8
Feminin, Teleorman, Anul 2015, Procente, 9.3
Feminin, Teleorman, Anul 2016, Procente, 8.2
Feminin, Teleorman, Anul 2017, Procente, 7.8
Feminin, Teleorman, Anul 2018, Procente, 6.5
Feminin, Teleorman, Anul 2019, Procente, 5.4
Feminin, Teleorman, Anul 2020, Procente, 5.9
Feminin, Teleorman, Anul 2021, Procente, 7.1
Feminin, Ilfov, Anul 1997, Procente, 5.2
Feminin, Ilfov, Anul 1998, Procente, 5.1
Feminin, Ilfov, Anul 1999, Procente, 5.8
Feminin, Ilfov, Anul 2000, Procente, 6.1
Feminin, Ilfov, Anul 2001, Procente, 7.3
Feminin, Ilfov, Anul 2002, Procente, 5.8
Feminin, Ilfov, Anul 2003, Procente, 6.1
Feminin, Ilfov, Anul 2004, Procente, 3.9
Feminin, Ilfov, Anul 2005, Procente, 2
Feminin, Ilfov, Anul 2006, Procente, 2
Feminin, Ilfov, Anul 2007, Procente, 1.7
Feminin, Ilfov, Anul 2008, Procente, 1.7
Feminin, Ilfov, Anul 2009, Procente, 2.6
Feminin, Ilfov, Anul 2010, Procente, 2.8
Feminin, Ilfov, Anul 2011, Procente, 1.8
Feminin, Ilfov, Anul 2012, Procente, 2
Feminin, Ilfov, Anul 2013, Procente, 2
Feminin, Ilfov, Anul 2014, Procente, 1.7
Feminin, Ilfov, Anul 2015, Procente, 1.4
Feminin, Ilfov, Anul 2016, Procente, 1.1
Feminin, Ilfov, Anul 2017, Procente, .7
Feminin, Ilfov, Anul 2018, Procente, .8
Feminin, Ilfov, Anul 2019, Procente, .5
Feminin, Ilfov, Anul 2020, Procente, 1
Feminin, Ilfov, Anul 2021, Procente, .6
Feminin, Municipiul Bucuresti, Anul 1997, Procente, 7.6
Feminin, Municipiul Bucuresti, Anul 1998, Procente, 6.2
Feminin, Municipiul Bucuresti, Anul 1999, Procente, 8.2
Feminin, Municipiul Bucuresti, Anul 2000, Procente, 6.8
Feminin, Municipiul Bucuresti, Anul 2001, Procente, 5.2
Feminin, Municipiul Bucuresti, Anul 2002, Procente, 3.6
Feminin, Municipiul Bucuresti, Anul 2003, Procente, 3
Feminin, Municipiul Bucuresti, Anul 2004, Procente, 3.1
Feminin, Municipiul Bucuresti, Anul 2005, Procente, 3
Feminin, Municipiul Bucuresti, Anul 2006, Procente, 2.6
Feminin, Municipiul Bucuresti, Anul 2007, Procente, 2
Feminin, Municipiul Bucuresti, Anul 2008, Procente, 1.9
Feminin, Municipiul Bucuresti, Anul 2009, Procente, 2.5
Feminin, Municipiul Bucuresti, Anul 2010, Procente, 2.3
Feminin, Municipiul Bucuresti, Anul 2011, Procente, 2.1
Feminin, Municipiul Bucuresti, Anul 2012, Procente, 2.2
Feminin, Municipiul Bucuresti, Anul 2013, Procente, 2.1
Feminin, Municipiul Bucuresti, Anul 2014, Procente, 2.1
Feminin, Municipiul Bucuresti, Anul 2015, Procente, 2
Feminin, Municipiul Bucuresti, Anul 2016, Procente, 1.7
Feminin, Municipiul Bucuresti, Anul 2017, Procente, 1.6
Feminin, Municipiul Bucuresti, Anul 2018, Procente, 1.4
Feminin, Municipiul Bucuresti, Anul 2019, Procente, 1.3
Feminin, Municipiul Bucuresti, Anul 2020, Procente, 1.3
Feminin, Municipiul Bucuresti, Anul 2021, Procente, 1.2
Feminin, Dolj, Anul 1991, Procente, 5.9
Feminin, Dolj, Anul 1992, Procente, 13.7
Feminin, Dolj, Anul 1993, Procente, 17
Feminin, Dolj, Anul 1994, Procente, 16.5
Feminin, Dolj, Anul 1995, Procente, 13.1
Feminin, Dolj, Anul 1996, Procente, 7.6
Feminin, Dolj, Anul 1997, Procente, 7
Feminin, Dolj, Anul 1998, Procente, 8.5
Feminin, Dolj, Anul 1999, Procente, 11
Feminin, Dolj, Anul 2000, Procente, 11.2
Feminin, Dolj, Anul 2001, Procente, 9.9
Feminin, Dolj, Anul 2002, Procente, 6.5
Feminin, Dolj, Anul 2003, Procente, 7.5
Feminin, Dolj, Anul 2004, Procente, 5
Feminin, Dolj, Anul 2005, Procente, 5
Feminin, Dolj, Anul 2006, Procente, 5.8
Feminin, Dolj, Anul 2007, Procente, 4.9
Feminin, Dolj, Anul 2008, Procente, 7.7
Feminin, Dolj, Anul 2009, Procente, 10
Feminin, Dolj, Anul 2010, Procente, 8.8
Feminin, Dolj, Anul 2011, Procente, 8
Feminin, Dolj, Anul 2012, Procente, 8.3
Feminin, Dolj, Anul 2013, Procente, 8.6
Feminin, Dolj, Anul 2014, Procente, 8.2
Feminin, Dolj, Anul 2015, Procente, 8.7
Feminin, Dolj, Anul 2016, Procente, 8.5
Feminin, Dolj, Anul 2017, Procente, 7.9
Feminin, Dolj, Anul 2018, Procente, 6.8
Feminin, Dolj, Anul 2019, Procente, 6.2
Feminin, Dolj, Anul 2020, Procente, 6.8
Feminin, Dolj, Anul 2021, Procente, 6.6
Feminin, Gorj, Anul 1991, Procente, 2
Feminin, Gorj, Anul 1992, Procente, 4
Feminin, Gorj, Anul 1993, Procente, 6.8
Feminin, Gorj, Anul 1994, Procente, 6.6
Feminin, Gorj, Anul 1995, Procente, 6.1
Feminin, Gorj, Anul 1996, Procente, 3.3
Feminin, Gorj, Anul 1997, Procente, 10.1
Feminin, Gorj, Anul 1998, Procente, 13.2
Feminin, Gorj, Anul 1999, Procente, 14.8
Feminin, Gorj, Anul 2000, Procente, 12.6
Feminin, Gorj, Anul 2001, Procente, 10.5
Feminin, Gorj, Anul 2002, Procente, 11.5
Feminin, Gorj, Anul 2003, Procente, 8.7
Feminin, Gorj, Anul 2004, Procente, 7.3
Feminin, Gorj, Anul 2005, Procente, 8.6
Feminin, Gorj, Anul 2006, Procente, 8
Feminin, Gorj, Anul 2007, Procente, 6
Feminin, Gorj, Anul 2008, Procente, 7.9
Feminin, Gorj, Anul 2009, Procente, 10.5
Feminin, Gorj, Anul 2010, Procente, 10.2
Feminin, Gorj, Anul 2011, Procente, 7.8
Feminin, Gorj, Anul 2012, Procente, 7.5
Feminin, Gorj, Anul 2013, Procente, 7.8
Feminin, Gorj, Anul 2014, Procente, 7.1
Feminin, Gorj, Anul 2015, Procente, 7.2
Feminin, Gorj, Anul 2016, Procente, 6.5
Feminin, Gorj, Anul 2017, Procente, 6
Feminin, Gorj, Anul 2018, Procente, 4.3
Feminin, Gorj, Anul 2019, Procente, 3.6
Feminin, Gorj, Anul 2020, Procente, 3.8
Feminin, Gorj, Anul 2021, Procente, 3.7
Feminin, Mehedinti, Anul 1991, Procente, 4.8
Feminin, Mehedinti, Anul 1992, Procente, 9.2
Feminin, Mehedinti, Anul 1993, Procente, 11.7
Feminin, Mehedinti, Anul 1994, Procente, 8.3
Feminin, Mehedinti, Anul 1995, Procente, 6
Feminin, Mehedinti, Anul 1996, Procente, 3.5
Feminin, Mehedinti, Anul 1997, Procente, 6.8
Feminin, Mehedinti, Anul 1998, Procente, 8.2
Feminin, Mehedinti, Anul 1999, Procente, 8.2
Feminin, Mehedinti, Anul 2000, Procente, 8.8
Feminin, Mehedinti, Anul 2001, Procente, 7.5
Feminin, Mehedinti, Anul 2002, Procente, 7.6
Feminin, Mehedinti, Anul 2003, Procente, 7.4
Feminin, Mehedinti, Anul 2004, Procente, 8.4
Feminin, Mehedinti, Anul 2005, Procente, 7.5
Feminin, Mehedinti, Anul 2006, Procente, 7.6
Feminin, Mehedinti, Anul 2007, Procente, 7.2
Feminin, Mehedinti, Anul 2008, Procente, 8.6
Feminin, Mehedinti, Anul 2009, Procente, 12
Feminin, Mehedinti, Anul 2010, Procente, 8.7
Feminin, Mehedinti, Anul 2011, Procente, 8.4
Feminin, Mehedinti, Anul 2012, Procente, 7.7
Feminin, Mehedinti, Anul 2013, Procente, 8.5
Feminin, Mehedinti, Anul 2014, Procente, 8.5
Feminin, Mehedinti, Anul 2015, Procente, 9
Feminin, Mehedinti, Anul 2016, Procente, 8.6
Feminin, Mehedinti, Anul 2017, Procente, 8
Feminin, Mehedinti, Anul 2018, Procente, 7
Feminin, Mehedinti, Anul 2019, Procente, 6.3
Feminin, Mehedinti, Anul 2020, Procente, 6.2
Feminin, Mehedinti, Anul 2021, Procente, 6.6
Feminin, Olt, Anul 1991, Procente, 3.8
Feminin, Olt, Anul 1992, Procente, 10.2
Feminin, Olt, Anul 1993, Procente, 12.3
Feminin, Olt, Anul 1994, Procente, 10.7
Feminin, Olt, Anul 1995, Procente, 9.6
Feminin, Olt, Anul 1996, Procente, 4.6
Feminin, Olt, Anul 1997, Procente, 8.1
Feminin, Olt, Anul 1998, Procente, 9.3
Feminin, Olt, Anul 1999, Procente, 10.1
Feminin, Olt, Anul 2000, Procente, 8.1
Feminin, Olt, Anul 2001, Procente, 5.8
Feminin, Olt, Anul 2002, Procente, 7.8
Feminin, Olt, Anul 2003, Procente, 8
Feminin, Olt, Anul 2004, Procente, 5.8
Feminin, Olt, Anul 2005, Procente, 5.5
Feminin, Olt, Anul 2006, Procente, 5.1
Feminin, Olt, Anul 2007, Procente, 4.2
Feminin, Olt, Anul 2008, Procente, 4.9
Feminin, Olt, Anul 2009, Procente, 6.8
Feminin, Olt, Anul 2010, Procente, 6.6
Feminin, Olt, Anul 2011, Procente, 5.8
Feminin, Olt, Anul 2012, Procente, 6.3
Feminin, Olt, Anul 2013, Procente, 6.4
Feminin, Olt, Anul 2014, Procente, 6.6
Feminin, Olt, Anul 2015, Procente, 6.7
Feminin, Olt, Anul 2016, Procente, 8
Feminin, Olt, Anul 2017, Procente, 6.8
Feminin, Olt, Anul 2018, Procente, 5.6
Feminin, Olt, Anul 2019, Procente, 5.2
Feminin, Olt, Anul 2020, Procente, 5.9
Feminin, Olt, Anul 2021, Procente, 6.1
Feminin, Valcea, Anul 1991, Procente, 4.5
Feminin, Valcea, Anul 1992, Procente, 10
Feminin, Valcea, Anul 1993, Procente, 13.8
Feminin, Valcea, Anul 1994, Procente, 16.5
Feminin, Valcea, Anul 1995, Procente, 19.3
Feminin, Valcea, Anul 1996, Procente, 15.8
Feminin, Valcea, Anul 1997, Procente, 15.1
Feminin, Valcea, Anul 1998, Procente, 15.3
Feminin, Valcea, Anul 1999, Procente, 12.4
Feminin, Valcea, Anul 2000, Procente, 12.7
Feminin, Valcea, Anul 2001, Procente, 12.5
Feminin, Valcea, Anul 2002, Procente, 11.2
Feminin, Valcea, Anul 2003, Procente, 8.4
Feminin, Valcea, Anul 2004, Procente, 7.2
Feminin, Valcea, Anul 2005, Procente, 6.5
Feminin, Valcea, Anul 2006, Procente, 4.8
Feminin, Valcea, Anul 2007, Procente, 3.8
Feminin, Valcea, Anul 2008, Procente, 5.3
Feminin, Valcea, Anul 2009, Procente, 7.6
Feminin, Valcea, Anul 2010, Procente, 7.6
Feminin, Valcea, Anul 2011, Procente, 5.3
Feminin, Valcea, Anul 2012, Procente, 5.8
Feminin, Valcea, Anul 2013, Procente, 6.7
Feminin, Valcea, Anul 2014, Procente, 5.5
Feminin, Valcea, Anul 2015, Procente, 4.6
Feminin, Valcea, Anul 2016, Procente, 5.1
Feminin, Valcea, Anul 2017, Procente, 4.5
Feminin, Valcea, Anul 2018, Procente, 3.3
Feminin, Valcea, Anul 2019, Procente, 3.1
Feminin, Valcea, Anul 2020, Procente, 4
Feminin, Valcea, Anul 2021, Procente, 4
Feminin, Arad, Anul 1991, Procente, 2.3
Feminin, Arad, Anul 1992, Procente, 8.1
Feminin, Arad, Anul 1993, Procente, 12.2
Feminin, Arad, Anul 1994, Procente, 13.3
Feminin, Arad, Anul 1995, Procente, 5.8
Feminin, Arad, Anul 1996, Procente, 3.1
Feminin, Arad, Anul 1997, Procente, 5
Feminin, Arad, Anul 1998, Procente, 8.6
Feminin, Arad, Anul 1999, Procente, 8.8
Feminin, Arad, Anul 2000, Procente, 7.4
Feminin, Arad, Anul 2001, Procente, 5.8
Feminin, Arad, Anul 2002, Procente, 5.2
Feminin, Arad, Anul 2003, Procente, 4.4
Feminin, Arad, Anul 2004, Procente, 3.3
Feminin, Arad, Anul 2005, Procente, 3.1
Feminin, Arad, Anul 2006, Procente, 2.9
Feminin, Arad, Anul 2007, Procente, 2.4
Feminin, Arad, Anul 2008, Procente, 3.3
Feminin, Arad, Anul 2009, Procente, 6.5
Feminin, Arad, Anul 2010, Procente, 4.9
Feminin, Arad, Anul 2011, Procente, 3.3
Feminin, Arad, Anul 2012, Procente, 3.5
Feminin, Arad, Anul 2013, Procente, 3.2
Feminin, Arad, Anul 2014, Procente, 2.8
Feminin, Arad, Anul 2015, Procente, 2.6
Feminin, Arad, Anul 2016, Procente, 2.3
Feminin, Arad, Anul 2017, Procente, 1.6
Feminin, Arad, Anul 2018, Procente, 1.5
Feminin, Arad, Anul 2019, Procente, 1.4
Feminin, Arad, Anul 2020, Procente, 2.7
Feminin, Arad, Anul 2021, Procente, 1.9
Feminin, Caras-Severin, Anul 1991, Procente, 6
Feminin, Caras-Severin, Anul 1992, Procente, 16.6
Feminin, Caras-Severin, Anul 1993, Procente, 18
Feminin, Caras-Severin, Anul 1994, Procente, 13.3
Feminin, Caras-Severin, Anul 1995, Procente, 13.4
Feminin, Caras-Severin, Anul 1996, Procente, 10.4
Feminin, Caras-Severin, Anul 1997, Procente, 10.5
Feminin, Caras-Severin, Anul 1998, Procente, 9.4
Feminin, Caras-Severin, Anul 1999, Procente, 11.9
Feminin, Caras-Severin, Anul 2000, Procente, 10.8
Feminin, Caras-Severin, Anul 2001, Procente, 12.3
Feminin, Caras-Severin, Anul 2002, Procente, 9.5
Feminin, Caras-Severin, Anul 2003, Procente, 9
Feminin, Caras-Severin, Anul 2004, Procente, 8
Feminin, Caras-Severin, Anul 2005, Procente, 7.1
Feminin, Caras-Severin, Anul 2006, Procente, 5.9
Feminin, Caras-Severin, Anul 2007, Procente, 6.4
Feminin, Caras-Severin, Anul 2008, Procente, 6
Feminin, Caras-Severin, Anul 2009, Procente, 9.7
Feminin, Caras-Severin, Anul 2010, Procente, 8.7
Feminin, Caras-Severin, Anul 2011, Procente, 5.7
Feminin, Caras-Severin, Anul 2012, Procente, 5.2
Feminin, Caras-Severin, Anul 2013, Procente, 5.2
Feminin, Caras-Severin, Anul 2014, Procente, 4.2
Feminin, Caras-Severin, Anul 2015, Procente, 3.9
Feminin, Caras-Severin, Anul 2016, Procente, 2.1
Feminin, Caras-Severin, Anul 2017, Procente, 3.5
Feminin, Caras-Severin, Anul 2018, Procente, 3.4
Feminin, Caras-Severin, Anul 2019, Procente, 3.2
Feminin, Caras-Severin, Anul 2020, Procente, 3.7
Feminin, Caras-Severin, Anul 2021, Procente, 3
Feminin, Hunedoara, Anul 1991, Procente, 8.2
Feminin, Hunedoara, Anul 1992, Procente, 12.5
Feminin, Hunedoara, Anul 1993, Procente, 12.7
Feminin, Hunedoara, Anul 1994, Procente, 15.6
Feminin, Hunedoara, Anul 1995, Procente, 17.5
Feminin, Hunedoara, Anul 1996, Procente, 15.9
Feminin, Hunedoara, Anul 1997, Procente, 16.8
Feminin, Hunedoara, Anul 1998, Procente, 21.3
Feminin, Hunedoara, Anul 1999, Procente, 22.4
Feminin, Hunedoara, Anul 2000, Procente, 17.5
Feminin, Hunedoara, Anul 2001, Procente, 16
Feminin, Hunedoara, Anul 2002, Procente, 10.5
Feminin, Hunedoara, Anul 2003, Procente, 11.7
Feminin, Hunedoara, Anul 2004, Procente, 10.4
Feminin, Hunedoara, Anul 2005, Procente, 9.4
Feminin, Hunedoara, Anul 2006, Procente, 6.5
Feminin, Hunedoara, Anul 2007, Procente, 5.4
Feminin, Hunedoara, Anul 2008, Procente, 7.8
Feminin, Hunedoara, Anul 2009, Procente, 11
Feminin, Hunedoara, Anul 2010, Procente, 8.1
Feminin, Hunedoara, Anul 2011, Procente, 5.8
Feminin, Hunedoara, Anul 2012, Procente, 6.7
Feminin, Hunedoara, Anul 2013, Procente, 7.6
Feminin, Hunedoara, Anul 2014, Procente, 6.9
Feminin, Hunedoara, Anul 2015, Procente, 6.3
Feminin, Hunedoara, Anul 2016, Procente, 6.5
Feminin, Hunedoara, Anul 2017, Procente, 4.6
Feminin, Hunedoara, Anul 2018, Procente, 3.8
Feminin, Hunedoara, Anul 2019, Procente, 3.4
Feminin, Hunedoara, Anul 2020, Procente, 4
Feminin, Hunedoara, Anul 2021, Procente, 4.3
Feminin, Timis, Anul 1991, Procente, 1.6
Feminin, Timis, Anul 1992, Procente, 6.6
Feminin, Timis, Anul 1993, Procente, 10.2
Feminin, Timis, Anul 1994, Procente, 9.1
Feminin, Timis, Anul 1995, Procente, 5.3
Feminin, Timis, Anul 1996, Procente, 3
Feminin, Timis, Anul 1997, Procente, 4.3
Feminin, Timis, Anul 1998, Procente, 6.2
Feminin, Timis, Anul 1999, Procente, 8.1
Feminin, Timis, Anul 2000, Procente, 7.2
Feminin, Timis, Anul 2001, Procente, 6.3
Feminin, Timis, Anul 2002, Procente, 3.8
Feminin, Timis, Anul 2003, Procente, 3.5
Feminin, Timis, Anul 2004, Procente, 2.6
Feminin, Timis, Anul 2005, Procente, 2.3
Feminin, Timis, Anul 2006, Procente, 2
Feminin, Timis, Anul 2007, Procente, 1.8
Feminin, Timis, Anul 2008, Procente, 1.9
Feminin, Timis, Anul 2009, Procente, 5
Feminin, Timis, Anul 2010, Procente, 3.8
Feminin, Timis, Anul 2011, Procente, 2.1
Feminin, Timis, Anul 2012, Procente, 2.2
Feminin, Timis, Anul 2013, Procente, 2.1
Feminin, Timis, Anul 2014, Procente, 1.8
Feminin, Timis, Anul 2015, Procente, 1.5
Feminin, Timis, Anul 2016, Procente, 1.3
Feminin, Timis, Anul 2017, Procente, 1.2
Feminin, Timis, Anul 2018, Procente, 1
Feminin, Timis, Anul 2019, Procente, 1
Feminin, Timis, Anul 2020, Procente, 1.6
Feminin, Timis, Anul 2021, Procente, 1
