Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Feminin, Galati, Anul 1996, Numar persoane, 141
Feminin, Galati, Anul 1997, Numar persoane, 126
Feminin, Galati, Anul 1998, Numar persoane, 116
Feminin, Galati, Anul 1999, Numar persoane, 81
Feminin, Galati, Anul 2000, Numar persoane, 106
Feminin, Galati, Anul 2001, Numar persoane, 79
Feminin, Galati, Anul 2002, Numar persoane, 80
Feminin, Galati, Anul 2003, Numar persoane, 133
Feminin, Galati, Anul 2004, Numar persoane, 207
Feminin, Galati, Anul 2005, Numar persoane, 194
Feminin, Galati, Anul 2006, Numar persoane, 270
Feminin, Galati, Anul 2007, Numar persoane, 145
Feminin, Galati, Anul 2008, Numar persoane, 176
Feminin, Galati, Anul 2009, Numar persoane, 178
Feminin, Galati, Anul 2010, Numar persoane, 146
Feminin, Galati, Anul 2011, Numar persoane, 277
Feminin, Galati, Anul 2012, Numar persoane, 270
Feminin, Galati, Anul 2013, Numar persoane, 283
Feminin, Galati, Anul 2014, Numar persoane, 250
Feminin, Galati, Anul 2015, Numar persoane, 300
Feminin, Galati, Anul 2016, Numar persoane, 471
Feminin, Galati, Anul 2017, Numar persoane, 484
Feminin, Galati, Anul 2018, Numar persoane, 639
Feminin, Galati, Anul 2019, Numar persoane, 633
Feminin, Galati, Anul 2020, Numar persoane, 464
Feminin, Galati, Anul 2021, Numar persoane, 787
Feminin, Galati, Anul 2022, Numar persoane, 1244
Feminin, Tulcea, Anul 1991, Numar persoane, 64
Feminin, Tulcea, Anul 1992, Numar persoane, 23
Feminin, Tulcea, Anul 1993, Numar persoane, 21
Feminin, Tulcea, Anul 1994, Numar persoane, 25
Feminin, Tulcea, Anul 1995, Numar persoane, 49
Feminin, Tulcea, Anul 1996, Numar persoane, 37
Feminin, Tulcea, Anul 1997, Numar persoane, 39
Feminin, Tulcea, Anul 1998, Numar persoane, 42
Feminin, Tulcea, Anul 1999, Numar persoane, 29
Feminin, Tulcea, Anul 2000, Numar persoane, 37
Feminin, Tulcea, Anul 2001, Numar persoane, 24
Feminin, Tulcea, Anul 2002, Numar persoane, 21
Feminin, Tulcea, Anul 2003, Numar persoane, 25
Feminin, Tulcea, Anul 2004, Numar persoane, 25
Feminin, Tulcea, Anul 2005, Numar persoane, 34
Feminin, Tulcea, Anul 2006, Numar persoane, 28
Feminin, Tulcea, Anul 2007, Numar persoane, 37
Feminin, Tulcea, Anul 2008, Numar persoane, 43
Feminin, Tulcea, Anul 2009, Numar persoane, 38
Feminin, Tulcea, Anul 2010, Numar persoane, 35
Feminin, Tulcea, Anul 2011, Numar persoane, 61
Feminin, Tulcea, Anul 2012, Numar persoane, 81
Feminin, Tulcea, Anul 2013, Numar persoane, 98
Feminin, Tulcea, Anul 2014, Numar persoane, 75
Feminin, Tulcea, Anul 2015, Numar persoane, 101
Feminin, Tulcea, Anul 2016, Numar persoane, 152
Feminin, Tulcea, Anul 2017, Numar persoane, 166
Feminin, Tulcea, Anul 2018, Numar persoane, 158
Feminin, Tulcea, Anul 2019, Numar persoane, 168
Feminin, Tulcea, Anul 2020, Numar persoane, 145
Feminin, Tulcea, Anul 2021, Numar persoane, 202
Feminin, Tulcea, Anul 2022, Numar persoane, 249
Feminin, Vrancea, Anul 1991, Numar persoane, 71
Feminin, Vrancea, Anul 1992, Numar persoane, 19
Feminin, Vrancea, Anul 1993, Numar persoane, 20
Feminin, Vrancea, Anul 1994, Numar persoane, 28
Feminin, Vrancea, Anul 1995, Numar persoane, 48
Feminin, Vrancea, Anul 1996, Numar persoane, 58
Feminin, Vrancea, Anul 1997, Numar persoane, 72
Feminin, Vrancea, Anul 1998, Numar persoane, 60
Feminin, Vrancea, Anul 1999, Numar persoane, 60
Feminin, Vrancea, Anul 2000, Numar persoane, 108
Feminin, Vrancea, Anul 2001, Numar persoane, 80
Feminin, Vrancea, Anul 2002, Numar persoane, 72
Feminin, Vrancea, Anul 2003, Numar persoane, 111
Feminin, Vrancea, Anul 2004, Numar persoane, 119
Feminin, Vrancea, Anul 2005, Numar persoane, 164
Feminin, Vrancea, Anul 2006, Numar persoane, 187
Feminin, Vrancea, Anul 2007, Numar persoane, 123
Feminin, Vrancea, Anul 2008, Numar persoane, 86
Feminin, Vrancea, Anul 2009, Numar persoane, 82
Feminin, Vrancea, Anul 2010, Numar persoane, 64
Feminin, Vrancea, Anul 2011, Numar persoane, 107
Feminin, Vrancea, Anul 2012, Numar persoane, 98
Feminin, Vrancea, Anul 2013, Numar persoane, 92
Feminin, Vrancea, Anul 2014, Numar persoane, 107
Feminin, Vrancea, Anul 2015, Numar persoane, 117
Feminin, Vrancea, Anul 2016, Numar persoane, 194
Feminin, Vrancea, Anul 2017, Numar persoane, 184
Feminin, Vrancea, Anul 2018, Numar persoane, 228
Feminin, Vrancea, Anul 2019, Numar persoane, 217
Feminin, Vrancea, Anul 2020, Numar persoane, 142
Feminin, Vrancea, Anul 2021, Numar persoane, 231
Feminin, Vrancea, Anul 2022, Numar persoane, 371
Feminin, Arges, Anul 1991, Numar persoane, 148
Feminin, Arges, Anul 1992, Numar persoane, 67
Feminin, Arges, Anul 1993, Numar persoane, 49
Feminin, Arges, Anul 1994, Numar persoane, 82
Feminin, Arges, Anul 1995, Numar persoane, 181
Feminin, Arges, Anul 1996, Numar persoane, 140
Feminin, Arges, Anul 1997, Numar persoane, 147
Feminin, Arges, Anul 1998, Numar persoane, 113
Feminin, Arges, Anul 1999, Numar persoane, 99
Feminin, Arges, Anul 2000, Numar persoane, 119
Feminin, Arges, Anul 2001, Numar persoane, 71
Feminin, Arges, Anul 2002, Numar persoane, 48
Feminin, Arges, Anul 2003, Numar persoane, 53
Feminin, Arges, Anul 2004, Numar persoane, 67
Feminin, Arges, Anul 2005, Numar persoane, 53
Feminin, Arges, Anul 2006, Numar persoane, 72
Feminin, Arges, Anul 2007, Numar persoane, 69
Feminin, Arges, Anul 2008, Numar persoane, 80
Feminin, Arges, Anul 2009, Numar persoane, 107
Feminin, Arges, Anul 2010, Numar persoane, 86
Feminin, Arges, Anul 2011, Numar persoane, 115
Feminin, Arges, Anul 2012, Numar persoane, 118
Feminin, Arges, Anul 2013, Numar persoane, 121
Feminin, Arges, Anul 2014, Numar persoane, 96
Feminin, Arges, Anul 2015, Numar persoane, 146
Feminin, Arges, Anul 2016, Numar persoane, 218
Feminin, Arges, Anul 2017, Numar persoane, 226
Feminin, Arges, Anul 2018, Numar persoane, 250
Feminin, Arges, Anul 2019, Numar persoane, 254
Feminin, Arges, Anul 2020, Numar persoane, 199
Feminin, Arges, Anul 2021, Numar persoane, 286
Feminin, Arges, Anul 2022, Numar persoane, 387
Feminin, Calarasi, Anul 1991, Numar persoane, 180
Feminin, Calarasi, Anul 1992, Numar persoane, 18
Feminin, Calarasi, Anul 1993, Numar persoane, 11
Feminin, Calarasi, Anul 1994, Numar persoane, 18
Feminin, Calarasi, Anul 1995, Numar persoane, 44
Feminin, Calarasi, Anul 1996, Numar persoane, 45
Feminin, Calarasi, Anul 1997, Numar persoane, 45
Feminin, Calarasi, Anul 1998, Numar persoane, 37
Feminin, Calarasi, Anul 1999, Numar persoane, 19
Feminin, Calarasi, Anul 2000, Numar persoane, 44
Feminin, Calarasi, Anul 2001, Numar persoane, 18
Feminin, Calarasi, Anul 2002, Numar persoane, 9
Feminin, Calarasi, Anul 2003, Numar persoane, 25
Feminin, Calarasi, Anul 2004, Numar persoane, 15
Feminin, Calarasi, Anul 2005, Numar persoane, 22
Feminin, Calarasi, Anul 2006, Numar persoane, 25
Feminin, Calarasi, Anul 2007, Numar persoane, 20
Feminin, Calarasi, Anul 2008, Numar persoane, 24
Feminin, Calarasi, Anul 2009, Numar persoane, 24
Feminin, Calarasi, Anul 2010, Numar persoane, 28
Feminin, Calarasi, Anul 2011, Numar persoane, 77
Feminin, Calarasi, Anul 2012, Numar persoane, 71
Feminin, Calarasi, Anul 2013, Numar persoane, 84
Feminin, Calarasi, Anul 2014, Numar persoane, 82
Feminin, Calarasi, Anul 2015, Numar persoane, 84
Feminin, Calarasi, Anul 2016, Numar persoane, 125
Feminin, Calarasi, Anul 2017, Numar persoane, 147
Feminin, Calarasi, Anul 2018, Numar persoane, 140
Feminin, Calarasi, Anul 2019, Numar persoane, 183
Feminin, Calarasi, Anul 2020, Numar persoane, 118
Feminin, Calarasi, Anul 2021, Numar persoane, 156
Feminin, Calarasi, Anul 2022, Numar persoane, 219
Feminin, Dambovita, Anul 1991, Numar persoane, 247
Feminin, Dambovita, Anul 1992, Numar persoane, 37
Feminin, Dambovita, Anul 1993, Numar persoane, 30
Feminin, Dambovita, Anul 1994, Numar persoane, 34
Feminin, Dambovita, Anul 1995, Numar persoane, 45
Feminin, Dambovita, Anul 1996, Numar persoane, 61
Feminin, Dambovita, Anul 1997, Numar persoane, 69
Feminin, Dambovita, Anul 1998, Numar persoane, 40
Feminin, Dambovita, Anul 1999, Numar persoane, 48
Feminin, Dambovita, Anul 2000, Numar persoane, 80
Feminin, Dambovita, Anul 2001, Numar persoane, 51
Feminin, Dambovita, Anul 2002, Numar persoane, 24
Feminin, Dambovita, Anul 2003, Numar persoane, 46
Feminin, Dambovita, Anul 2004, Numar persoane, 74
Feminin, Dambovita, Anul 2005, Numar persoane, 50
Feminin, Dambovita, Anul 2006, Numar persoane, 77
Feminin, Dambovita, Anul 2007, Numar persoane, 70
Feminin, Dambovita, Anul 2008, Numar persoane, 74
Feminin, Dambovita, Anul 2009, Numar persoane, 81
Feminin, Dambovita, Anul 2010, Numar persoane, 75
Feminin, Dambovita, Anul 2011, Numar persoane, 119
Feminin, Dambovita, Anul 2012, Numar persoane, 123
Feminin, Dambovita, Anul 2013, Numar persoane, 148
Feminin, Dambovita, Anul 2014, Numar persoane, 113
Feminin, Dambovita, Anul 2015, Numar persoane, 159
Feminin, Dambovita, Anul 2016, Numar persoane, 226
Feminin, Dambovita, Anul 2017, Numar persoane, 217
Feminin, Dambovita, Anul 2018, Numar persoane, 290
Feminin, Dambovita, Anul 2019, Numar persoane, 254
Feminin, Dambovita, Anul 2020, Numar persoane, 197
Feminin, Dambovita, Anul 2021, Numar persoane, 272
Feminin, Dambovita, Anul 2022, Numar persoane, 397
Feminin, Giurgiu, Anul 1991, Numar persoane, 164
Feminin, Giurgiu, Anul 1992, Numar persoane, 7
Feminin, Giurgiu, Anul 1993, Numar persoane, 12
Feminin, Giurgiu, Anul 1994, Numar persoane, 1
Feminin, Giurgiu, Anul 1995, Numar persoane, 27
Feminin, Giurgiu, Anul 1996, Numar persoane, 22
Feminin, Giurgiu, Anul 1997, Numar persoane, 18
Feminin, Giurgiu, Anul 1998, Numar persoane, 11
Feminin, Giurgiu, Anul 1999, Numar persoane, 29
Feminin, Giurgiu, Anul 2000, Numar persoane, 24
Feminin, Giurgiu, Anul 2001, Numar persoane, 8
Feminin, Giurgiu, Anul 2002, Numar persoane, 12
Feminin, Giurgiu, Anul 2003, Numar persoane, 14
Feminin, Giurgiu, Anul 2004, Numar persoane, 6
Feminin, Giurgiu, Anul 2005, Numar persoane, 13
Feminin, Giurgiu, Anul 2006, Numar persoane, 17
Feminin, Giurgiu, Anul 2007, Numar persoane, 15
Feminin, Giurgiu, Anul 2008, Numar persoane, 13
Feminin, Giurgiu, Anul 2009, Numar persoane, 16
Feminin, Giurgiu, Anul 2010, Numar persoane, 19
Feminin, Giurgiu, Anul 2011, Numar persoane, 37
Feminin, Giurgiu, Anul 2012, Numar persoane, 47
Feminin, Giurgiu, Anul 2013, Numar persoane, 66
Feminin, Giurgiu, Anul 2014, Numar persoane, 51
Feminin, Giurgiu, Anul 2015, Numar persoane, 63
Feminin, Giurgiu, Anul 2016, Numar persoane, 75
Feminin, Giurgiu, Anul 2017, Numar persoane, 75
Feminin, Giurgiu, Anul 2018, Numar persoane, 114
Feminin, Giurgiu, Anul 2019, Numar persoane, 99
Feminin, Giurgiu, Anul 2020, Numar persoane, 80
Feminin, Giurgiu, Anul 2021, Numar persoane, 106
Feminin, Giurgiu, Anul 2022, Numar persoane, 152
Feminin, Ialomita, Anul 1991, Numar persoane, 66
Feminin, Ialomita, Anul 1992, Numar persoane, 18
Feminin, Ialomita, Anul 1993, Numar persoane, 12
Feminin, Ialomita, Anul 1994, Numar persoane, 20
Feminin, Ialomita, Anul 1995, Numar persoane, 24
Feminin, Ialomita, Anul 1996, Numar persoane, 33
Feminin, Ialomita, Anul 1997, Numar persoane, 30
Feminin, Ialomita, Anul 1998, Numar persoane, 24
Feminin, Ialomita, Anul 1999, Numar persoane, 29
Feminin, Ialomita, Anul 2000, Numar persoane, 40
Feminin, Ialomita, Anul 2001, Numar persoane, 23
Feminin, Ialomita, Anul 2002, Numar persoane, 10
Feminin, Ialomita, Anul 2003, Numar persoane, 21
Feminin, Ialomita, Anul 2004, Numar persoane, 21
Feminin, Ialomita, Anul 2005, Numar persoane, 20
Feminin, Ialomita, Anul 2006, Numar persoane, 20
Feminin, Ialomita, Anul 2007, Numar persoane, 17
Feminin, Ialomita, Anul 2008, Numar persoane, 20
Feminin, Ialomita, Anul 2009, Numar persoane, 23
Feminin, Ialomita, Anul 2010, Numar persoane, 26
Feminin, Ialomita, Anul 2011, Numar persoane, 42
Feminin, Ialomita, Anul 2012, Numar persoane, 43
Feminin, Ialomita, Anul 2013, Numar persoane, 96
Feminin, Ialomita, Anul 2014, Numar persoane, 58
Feminin, Ialomita, Anul 2015, Numar persoane, 71
Feminin, Ialomita, Anul 2016, Numar persoane, 140
Feminin, Ialomita, Anul 2017, Numar persoane, 113
Feminin, Ialomita, Anul 2018, Numar persoane, 138
Feminin, Ialomita, Anul 2019, Numar persoane, 110
Feminin, Ialomita, Anul 2020, Numar persoane, 97
Feminin, Ialomita, Anul 2021, Numar persoane, 115
Feminin, Ialomita, Anul 2022, Numar persoane, 233
Feminin, Prahova, Anul 1991, Numar persoane, 209
Feminin, Prahova, Anul 1992, Numar persoane, 137
Feminin, Prahova, Anul 1993, Numar persoane, 95
Feminin, Prahova, Anul 1994, Numar persoane, 138
Feminin, Prahova, Anul 1995, Numar persoane, 244
Feminin, Prahova, Anul 1996, Numar persoane, 242
Feminin, Prahova, Anul 1997, Numar persoane, 183
Feminin, Prahova, Anul 1998, Numar persoane, 153
Feminin, Prahova, Anul 1999, Numar persoane, 109
Feminin, Prahova, Anul 2000, Numar persoane, 176
Feminin, Prahova, Anul 2001, Numar persoane, 121
Feminin, Prahova, Anul 2002, Numar persoane, 80
Feminin, Prahova, Anul 2003, Numar persoane, 128
Feminin, Prahova, Anul 2004, Numar persoane, 157
Feminin, Prahova, Anul 2005, Numar persoane, 99
Feminin, Prahova, Anul 2006, Numar persoane, 173
Feminin, Prahova, Anul 2007, Numar persoane, 124
Feminin, Prahova, Anul 2008, Numar persoane, 125
Feminin, Prahova, Anul 2009, Numar persoane, 148
Feminin, Prahova, Anul 2010, Numar persoane, 112
Feminin, Prahova, Anul 2011, Numar persoane, 162
Feminin, Prahova, Anul 2012, Numar persoane, 242
Feminin, Prahova, Anul 2013, Numar persoane, 232
Feminin, Prahova, Anul 2014, Numar persoane, 174
Feminin, Prahova, Anul 2015, Numar persoane, 225
Feminin, Prahova, Anul 2016, Numar persoane, 357
Feminin, Prahova, Anul 2017, Numar persoane, 324
Feminin, Prahova, Anul 2018, Numar persoane, 437
Feminin, Prahova, Anul 2019, Numar persoane, 374
Feminin, Prahova, Anul 2020, Numar persoane, 270
Feminin, Prahova, Anul 2021, Numar persoane, 456
Feminin, Prahova, Anul 2022, Numar persoane, 597
Feminin, Teleorman, Anul 1991, Numar persoane, 90
Feminin, Teleorman, Anul 1992, Numar persoane, 10
Feminin, Teleorman, Anul 1993, Numar persoane, 14
Feminin, Teleorman, Anul 1994, Numar persoane, 13
Feminin, Teleorman, Anul 1995, Numar persoane, 25
Feminin, Teleorman, Anul 1996, Numar persoane, 48
Feminin, Teleorman, Anul 1997, Numar persoane, 33
Feminin, Teleorman, Anul 1998, Numar persoane, 26
Feminin, Teleorman, Anul 1999, Numar persoane, 38
Feminin, Teleorman, Anul 2000, Numar persoane, 52
Feminin, Teleorman, Anul 2001, Numar persoane, 25
Feminin, Teleorman, Anul 2002, Numar persoane, 8
Feminin, Teleorman, Anul 2003, Numar persoane, 17
Feminin, Teleorman, Anul 2004, Numar persoane, 32
Feminin, Teleorman, Anul 2005, Numar persoane, 28
Feminin, Teleorman, Anul 2006, Numar persoane, 40
Feminin, Teleorman, Anul 2007, Numar persoane, 25
Feminin, Teleorman, Anul 2008, Numar persoane, 40
Feminin, Teleorman, Anul 2009, Numar persoane, 33
Feminin, Teleorman, Anul 2010, Numar persoane, 43
Feminin, Teleorman, Anul 2011, Numar persoane, 114
Feminin, Teleorman, Anul 2012, Numar persoane, 165
Feminin, Teleorman, Anul 2013, Numar persoane, 160
Feminin, Teleorman, Anul 2014, Numar persoane, 119
Feminin, Teleorman, Anul 2015, Numar persoane, 144
Feminin, Teleorman, Anul 2016, Numar persoane, 203
Feminin, Teleorman, Anul 2017, Numar persoane, 204
Feminin, Teleorman, Anul 2018, Numar persoane, 226
Feminin, Teleorman, Anul 2019, Numar persoane, 222
Feminin, Teleorman, Anul 2020, Numar persoane, 171
Feminin, Teleorman, Anul 2021, Numar persoane, 233
Feminin, Teleorman, Anul 2022, Numar persoane, 266
Feminin, Ilfov, Anul 1991, Numar persoane, 58
Feminin, Ilfov, Anul 1992, Numar persoane, 49
Feminin, Ilfov, Anul 1993, Numar persoane, 27
Feminin, Ilfov, Anul 1994, Numar persoane, 61
Feminin, Ilfov, Anul 1995, Numar persoane, 100
Feminin, Ilfov, Anul 1996, Numar persoane, 76
Feminin, Ilfov, Anul 1997, Numar persoane, 35
Feminin, Ilfov, Anul 1998, Numar persoane, 27
Feminin, Ilfov, Anul 1999, Numar persoane, 18
Feminin, Ilfov, Anul 2000, Numar persoane, 21
Feminin, Ilfov, Anul 2001, Numar persoane, 14
Feminin, Ilfov, Anul 2002, Numar persoane, 17
Feminin, Ilfov, Anul 2003, Numar persoane, 26
Feminin, Ilfov, Anul 2004, Numar persoane, 25
Feminin, Ilfov, Anul 2005, Numar persoane, 11
Feminin, Ilfov, Anul 2006, Numar persoane, 22
Feminin, Ilfov, Anul 2007, Numar persoane, 15
Feminin, Ilfov, Anul 2008, Numar persoane, 30
Feminin, Ilfov, Anul 2009, Numar persoane, 31
Feminin, Ilfov, Anul 2010, Numar persoane, 17
Feminin, Ilfov, Anul 2011, Numar persoane, 41
Feminin, Ilfov, Anul 2012, Numar persoane, 36
Feminin, Ilfov, Anul 2013, Numar persoane, 69
Feminin, Ilfov, Anul 2014, Numar persoane, 77
Feminin, Ilfov, Anul 2015, Numar persoane, 97
Feminin, Ilfov, Anul 2016, Numar persoane, 136
Feminin, Ilfov, Anul 2017, Numar persoane, 162
Feminin, Ilfov, Anul 2018, Numar persoane, 181
Feminin, Ilfov, Anul 2019, Numar persoane, 182
Feminin, Ilfov, Anul 2020, Numar persoane, 151
Feminin, Ilfov, Anul 2021, Numar persoane, 248
Feminin, Ilfov, Anul 2022, Numar persoane, 301
Feminin, Municipiul Bucuresti, Anul 1991, Numar persoane, 2124
Feminin, Municipiul Bucuresti, Anul 1992, Numar persoane, 2089
Feminin, Municipiul Bucuresti, Anul 1993, Numar persoane, 1345
Feminin, Municipiul Bucuresti, Anul 1994, Numar persoane, 2044
Feminin, Municipiul Bucuresti, Anul 1995, Numar persoane, 3284
Feminin, Municipiul Bucuresti, Anul 1996, Numar persoane, 2828
Feminin, Municipiul Bucuresti, Anul 1997, Numar persoane, 2150
Feminin, Municipiul Bucuresti, Anul 1998, Numar persoane, 3182
Feminin, Municipiul Bucuresti, Anul 1999, Numar persoane, 2082
Feminin, Municipiul Bucuresti, Anul 2000, Numar persoane, 1609
Feminin, Municipiul Bucuresti, Anul 2001, Numar persoane, 941
Feminin, Municipiul Bucuresti, Anul 2002, Numar persoane, 798
Feminin, Municipiul Bucuresti, Anul 2003, Numar persoane, 1025
Feminin, Municipiul Bucuresti, Anul 2004, Numar persoane, 1279
Feminin, Municipiul Bucuresti, Anul 2005, Numar persoane, 1087
Feminin, Municipiul Bucuresti, Anul 2006, Numar persoane, 1457
Feminin, Municipiul Bucuresti, Anul 2007, Numar persoane, 1000
Feminin, Municipiul Bucuresti, Anul 2008, Numar persoane, 951
Feminin, Municipiul Bucuresti, Anul 2009, Numar persoane, 1134
Feminin, Municipiul Bucuresti, Anul 2010, Numar persoane, 865
Feminin, Municipiul Bucuresti, Anul 2011, Numar persoane, 2935
Feminin, Municipiul Bucuresti, Anul 2012, Numar persoane, 2830
Feminin, Municipiul Bucuresti, Anul 2013, Numar persoane, 3151
Feminin, Municipiul Bucuresti, Anul 2014, Numar persoane, 955
Feminin, Municipiul Bucuresti, Anul 2015, Numar persoane, 1424
Feminin, Municipiul Bucuresti, Anul 2016, Numar persoane, 2011
Feminin, Municipiul Bucuresti, Anul 2017, Numar persoane, 2072
Feminin, Municipiul Bucuresti, Anul 2018, Numar persoane, 2381
Feminin, Municipiul Bucuresti, Anul 2019, Numar persoane, 2230
Feminin, Municipiul Bucuresti, Anul 2020, Numar persoane, 1790
Feminin, Municipiul Bucuresti, Anul 2021, Numar persoane, 2802
Feminin, Municipiul Bucuresti, Anul 2022, Numar persoane, 3654
Feminin, Dolj, Anul 1991, Numar persoane, 241
Feminin, Dolj, Anul 1992, Numar persoane, 98
Feminin, Dolj, Anul 1993, Numar persoane, 72
Feminin, Dolj, Anul 1994, Numar persoane, 77
Feminin, Dolj, Anul 1995, Numar persoane, 234
Feminin, Dolj, Anul 1996, Numar persoane, 178
Feminin, Dolj, Anul 1997, Numar persoane, 161
Feminin, Dolj, Anul 1998, Numar persoane, 126
Feminin, Dolj, Anul 1999, Numar persoane, 133
Feminin, Dolj, Anul 2000, Numar persoane, 149
Feminin, Dolj, Anul 2001, Numar persoane, 99
Feminin, Dolj, Anul 2002, Numar persoane, 72
Feminin, Dolj, Anul 2003, Numar persoane, 118
Feminin, Dolj, Anul 2004, Numar persoane, 184
Feminin, Dolj, Anul 2005, Numar persoane, 163
Feminin, Dolj, Anul 2006, Numar persoane, 174
Feminin, Dolj, Anul 2007, Numar persoane, 121
Feminin, Dolj, Anul 2008, Numar persoane, 101
Feminin, Dolj, Anul 2009, Numar persoane, 184
Feminin, Dolj, Anul 2010, Numar persoane, 127
Feminin, Dolj, Anul 2011, Numar persoane, 156
Feminin, Dolj, Anul 2012, Numar persoane, 152
Feminin, Dolj, Anul 2013, Numar persoane, 162
Feminin, Dolj, Anul 2014, Numar persoane, 141
Feminin, Dolj, Anul 2015, Numar persoane, 172
Feminin, Dolj, Anul 2016, Numar persoane, 279
Feminin, Dolj, Anul 2017, Numar persoane, 258
Feminin, Dolj, Anul 2018, Numar persoane, 298
Feminin, Dolj, Anul 2019, Numar persoane, 289
Feminin, Dolj, Anul 2020, Numar persoane, 215
Feminin, Dolj, Anul 2021, Numar persoane, 358
Feminin, Dolj, Anul 2022, Numar persoane, 479
Feminin, Gorj, Anul 1991, Numar persoane, 59
Feminin, Gorj, Anul 1992, Numar persoane, 26
Feminin, Gorj, Anul 1993, Numar persoane, 25
Feminin, Gorj, Anul 1994, Numar persoane, 14
Feminin, Gorj, Anul 1995, Numar persoane, 32
Feminin, Gorj, Anul 1996, Numar persoane, 45
Feminin, Gorj, Anul 1997, Numar persoane, 30
Feminin, Gorj, Anul 1998, Numar persoane, 24
Feminin, Gorj, Anul 1999, Numar persoane, 26
Feminin, Gorj, Anul 2000, Numar persoane, 31
Feminin, Gorj, Anul 2001, Numar persoane, 12
Feminin, Gorj, Anul 2002, Numar persoane, 18
Feminin, Gorj, Anul 2003, Numar persoane, 26
Feminin, Gorj, Anul 2004, Numar persoane, 22
Feminin, Gorj, Anul 2005, Numar persoane, 28
Feminin, Gorj, Anul 2006, Numar persoane, 27
Feminin, Gorj, Anul 2007, Numar persoane, 26
Feminin, Gorj, Anul 2008, Numar persoane, 35
Feminin, Gorj, Anul 2009, Numar persoane, 42
Feminin, Gorj, Anul 2010, Numar persoane, 35
Feminin, Gorj, Anul 2011, Numar persoane, 55
Feminin, Gorj, Anul 2012, Numar persoane, 39
Feminin, Gorj, Anul 2013, Numar persoane, 57
Feminin, Gorj, Anul 2014, Numar persoane, 45
Feminin, Gorj, Anul 2015, Numar persoane, 69
Feminin, Gorj, Anul 2016, Numar persoane, 87
Feminin, Gorj, Anul 2017, Numar persoane, 86
Feminin, Gorj, Anul 2018, Numar persoane, 95
Feminin, Gorj, Anul 2019, Numar persoane, 108
Feminin, Gorj, Anul 2020, Numar persoane, 73
Feminin, Gorj, Anul 2021, Numar persoane, 152
Feminin, Gorj, Anul 2022, Numar persoane, 195
Feminin, Mehedinti, Anul 1991, Numar persoane, 159
Feminin, Mehedinti, Anul 1992, Numar persoane, 68
Feminin, Mehedinti, Anul 1993, Numar persoane, 41
Feminin, Mehedinti, Anul 1994, Numar persoane, 60
Feminin, Mehedinti, Anul 1995, Numar persoane, 52
Feminin, Mehedinti, Anul 1996, Numar persoane, 58
Feminin, Mehedinti, Anul 1997, Numar persoane, 83
Feminin, Mehedinti, Anul 1998, Numar persoane, 51
Feminin, Mehedinti, Anul 1999, Numar persoane, 43
Feminin, Mehedinti, Anul 2000, Numar persoane, 60
Feminin, Mehedinti, Anul 2001, Numar persoane, 28
Feminin, Mehedinti, Anul 2002, Numar persoane, 19
Feminin, Mehedinti, Anul 2003, Numar persoane, 26
Feminin, Mehedinti, Anul 2004, Numar persoane, 32
Feminin, Mehedinti, Anul 2005, Numar persoane, 33
Feminin, Mehedinti, Anul 2006, Numar persoane, 57
Feminin, Mehedinti, Anul 2007, Numar persoane, 37
Feminin, Mehedinti, Anul 2008, Numar persoane, 41
Feminin, Mehedinti, Anul 2009, Numar persoane, 60
Feminin, Mehedinti, Anul 2010, Numar persoane, 36
Feminin, Mehedinti, Anul 2011, Numar persoane, 63
Feminin, Mehedinti, Anul 2012, Numar persoane, 46
Feminin, Mehedinti, Anul 2013, Numar persoane, 68
Feminin, Mehedinti, Anul 2014, Numar persoane, 60
Feminin, Mehedinti, Anul 2015, Numar persoane, 61
Feminin, Mehedinti, Anul 2016, Numar persoane, 105
Feminin, Mehedinti, Anul 2017, Numar persoane, 84
Feminin, Mehedinti, Anul 2018, Numar persoane, 99
Feminin, Mehedinti, Anul 2019, Numar persoane, 119
Feminin, Mehedinti, Anul 2020, Numar persoane, 79
Feminin, Mehedinti, Anul 2021, Numar persoane, 153
Feminin, Mehedinti, Anul 2022, Numar persoane, 163
Feminin, Olt, Anul 1991, Numar persoane, 44
Feminin, Olt, Anul 1992, Numar persoane, 31
Feminin, Olt, Anul 1993, Numar persoane, 14
Feminin, Olt, Anul 1994, Numar persoane, 21
Feminin, Olt, Anul 1995, Numar persoane, 41
Feminin, Olt, Anul 1996, Numar persoane, 31
Feminin, Olt, Anul 1997, Numar persoane, 67
Feminin, Olt, Anul 1998, Numar persoane, 50
Feminin, Olt, Anul 1999, Numar persoane, 32
Feminin, Olt, Anul 2000, Numar persoane, 55
Feminin, Olt, Anul 2001, Numar persoane, 26
Feminin, Olt, Anul 2002, Numar persoane, 13
Feminin, Olt, Anul 2003, Numar persoane, 28
Feminin, Olt, Anul 2004, Numar persoane, 25
Feminin, Olt, Anul 2005, Numar persoane, 38
Feminin, Olt, Anul 2006, Numar persoane, 54
Feminin, Olt, Anul 2007, Numar persoane, 44
Feminin, Olt, Anul 2008, Numar persoane, 41
Feminin, Olt, Anul 2009, Numar persoane, 52
Feminin, Olt, Anul 2010, Numar persoane, 41
Feminin, Olt, Anul 2011, Numar persoane, 71
Feminin, Olt, Anul 2012, Numar persoane, 106
